BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Ada,24291,12082,49.7
Kootenai,11542,5741,49.7
Canyon,11206,5574,49.7
Bonneville,6064,3016,49.7
Twin Falls,5625,2797,49.7
Bannock,4621,2298,49.7
Bonner,3676,1828,49.7
Nez Perce,3593,1787,49.7
Bingham,2527,1256,49.7
Latah,1973,981,49.7
Payette,1805,897,49.7
Idaho,1782,886,49.7
Gem,1536,764,49.7
Blaine,1420,706,49.7
Minidoka,1400,696,49.7
Cassia,1401,696,49.7
Elmore,1382,687,49.7
Valley,1192,592,49.7
Jefferson,1189,591,49.7
Shoshone,1122,558,49.7
Jerome,1123,558,49.7
Gooding,1111,552,49.7
Madison,1095,544,49.7
Washington,1045,519,49.7
Clearwater,954,474,49.7
Boundary,930,462,49.7
Lemhi,922,458,49.7
Fremont,915,455,49.7
Owyhee,847,421,49.7
Franklin,827,411,49.7
Benewah,758,377,49.7
Boise,579,288,49.7
Custer,530,263,49.6
Bear Lake,513,255,49.7
Caribou,505,251,49.7
Power,491,244,49.7
Adams,444,220,49.5
Lewis,413,205,49.6
Oneida,378,188,49.7
Teton,369,183,49.6
Lincoln,270,134,49.6
Butte,232,115,49.6
Camas,61,30,49.2
Clark,33,16,48.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,104692,52056,49.7
