BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Shelby,7466,7466,100.0
Davidson,5260,5260,100.0
Knox,3797,3797,100.0
Hamilton,2911,2911,100.0
Rutherford,2437,2437,100.0
Williamson,1685,1685,100.0
Sumner,1514,1514,100.0
Montgomery,1474,1474,100.0
Sullivan,1299,1299,100.0
Blount,1108,1108,100.0
Washington,1065,1065,100.0
Wilson,1051,1051,100.0
Bradley,852,852,100.0
Maury,836,836,100.0
Sevier,832,832,100.0
Madison,758,758,100.0
Putnam,622,622,100.0
Greene,614,614,100.0
Anderson,607,607,100.0
Robertson,549,549,100.0
Hamblen,523,523,100.0
Hawkins,504,504,100.0
Tipton,496,496,100.0
Coffee,473,473,100.0
Loudon,472,472,100.0
Cumberland,470,470,100.0
Dickson,466,466,100.0
Jefferson,464,464,100.0
Carter,436,436,100.0
Roane,414,414,100.0
Gibson,413,413,100.0
McMinn,403,403,100.0
Monroe,394,394,100.0
Bedford,368,368,100.0
Campbell,354,354,100.0
Lawrence,349,349,100.0
Franklin,334,334,100.0
Cheatham,334,334,100.0
Warren,333,333,100.0
Dyer,320,320,100.0
Cocke,319,319,100.0
Claiborne,307,307,100.0
Fayette,303,303,100.0
Rhea,302,302,100.0
Marshall,281,281,100.0
Henry,271,271,100.0
Obion,270,270,100.0
Weakley,261,261,100.0
Marion,256,256,100.0
Carroll,248,248,100.0
White,245,245,100.0
Lincoln,244,244,100.0
Lauderdale,244,244,100.0
Henderson,232,232,100.0
Hardeman,229,229,100.0
Hickman,220,220,100.0
Giles,219,219,100.0
McNairy,210,210,100.0
Grainger,210,210,100.0
Macon,204,204,100.0
Overton,201,201,100.0
Hardin,200,200,100.0
Scott,189,189,100.0
Morgan,182,182,100.0
Fentress,166,166,100.0
Unicoi,159,159,100.0
Union,157,157,100.0
Benton,156,156,100.0
Polk,155,155,100.0
Haywood,152,152,100.0
Humphreys,149,149,100.0
Smith,144,144,100.0
Chester,143,143,100.0
Johnson,141,141,100.0
DeKalb,134,134,100.0
Wayne,125,125,100.0
Crockett,125,125,100.0
Cannon,124,124,100.0
Sequatchie,121,121,100.0
Stewart,119,119,100.0
Grundy,118,118,100.0
Meigs,116,116,100.0
Lewis,98,98,100.0
Bledsoe,92,92,100.0
Decatur,91,91,100.0
Jackson,90,90,100.0
Trousdale,81,81,100.0
Houston,74,74,100.0
Hancock,70,70,100.0
Perry,68,68,100.0
Clay,58,58,100.0
Lake,53,53,100.0
Moore,44,44,100.0
Van Buren,42,42,100.0
Pickett,39,39,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,54308,54308,100.0
