BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,204559,36598,17.9
Virginia Beach City,81098,14509,17.9
Loudoun,78317,14011,17.9
Arlington,77153,13803,17.9
Henrico,72088,12897,17.9
Norfolk City,64288,11502,17.9
Richmond City,62000,11092,17.9
Chesterfield,58355,10440,17.9
Prince William,57865,10352,17.9
Chesapeake City,43388,7762,17.9
Newport News City,30295,5420,17.9
Alexandria City,29967,5361,17.9
Roanoke City,25242,4516,17.9
Hampton City,24725,4423,17.9
Lynchburg City,19471,3483,17.9
Stafford,18202,3256,17.9
Hanover,17476,3126,17.9
Charlottesville City,15844,2834,17.9
Spotsylvania,14782,2644,17.9
Frederick,14686,2627,17.9
Portsmouth City,14661,2623,17.9
Harrisonburg City,13656,2443,17.9
Albemarle,13622,2437,17.9
Suffolk City,13003,2326,17.9
Montgomery,12739,2279,17.9
Roanoke,12500,2236,17.9
Rockingham,10904,1950,17.9
Fredericksburg City,10529,1883,17.9
Fauquier,9395,1680,17.9
York,9388,1679,17.9
James City,9086,1625,17.9
Augusta,9051,1619,17.9
Fairfax City,8836,1580,17.9
Manassas City,8586,1536,17.9
Danville City,8319,1488,17.9
Winchester City,8256,1477,17.9
King George,8028,1436,17.9
Prince George,7582,1356,17.9
Campbell,6486,1160,17.9
Bedford,6285,1124,17.9
Washington,6131,1096,17.9
Salem City,5670,1014,17.9
Colonial Heights City,5618,1005,17.9
Williamsburg City,5544,991,17.9
Culpeper,5281,944,17.9
Tazewell,4841,866,17.9
Bristol City,4596,822,17.9
Franklin,4592,821,17.9
Warren,4549,813,17.9
Wise,4542,812,17.9
Shenandoah,4361,780,17.9
Henry,4358,779,17.9
Falls Church City,4243,759,17.9
Accomack,4096,732,17.9
Waynesboro City,4070,728,17.9
Staunton City,3995,714,17.9
Pulaski,3904,698,17.9
Dinwiddie,3851,688,17.9
Pittsylvania,3848,688,17.9
Petersburg City,3834,685,17.9
Halifax,3779,676,17.9
Wythe,3774,675,17.9
Gloucester,3707,663,17.9
Isle of Wight,3696,661,17.9
Mecklenburg,3642,651,17.9
Botetourt,3535,632,17.9
Powhatan,3466,620,17.9
Prince Edward,3397,607,17.9
Smyth,2888,516,17.9
Orange,2852,510,17.9
Buchanan,2774,496,17.9
Amherst,2744,490,17.9
Russell,2643,472,17.9
Louisa,2635,471,17.9
Hopewell City,2569,459,17.9
Caroline,2382,426,17.9
Carroll,2312,413,17.9
Goochland,2286,408,17.8
Nottoway,2210,395,17.9
Radford City,2060,368,17.9
Manassas Park City,1993,356,17.9
Fluvanna,1948,348,17.9
Dickenson,1757,314,17.9
Giles,1717,307,17.9
Page,1703,304,17.9
Rockbridge,1690,302,17.9
Buckingham,1686,301,17.9
Martinsville City,1683,301,17.9
Sussex,1672,299,17.9
Lancaster,1650,295,17.9
Lee,1629,291,17.9
New Kent,1524,272,17.8
Southampton,1491,266,17.8
Northampton,1419,253,17.8
Galax City,1412,252,17.8
Norton City,1403,251,17.9
Franklin City,1362,243,17.8
King William,1354,242,17.9
Essex,1326,237,17.9
Greene,1314,235,17.9
Appomattox,1317,235,17.8
Emporia City,1297,232,17.9
Scott,1253,224,17.9
Alleghany,1243,222,17.9
Covington City,1231,220,17.9
Lexington City,1160,207,17.8
Floyd,1113,199,17.9
Amelia,1107,198,17.9
Middlesex,1060,189,17.8
Nelson,1056,188,17.8
Richmond,986,176,17.8
Westmoreland,989,176,17.8
Clarke,976,174,17.8
Lunenburg,975,174,17.8
Patrick,940,168,17.9
Greensville,908,162,17.8
Charles City,842,150,17.8
Brunswick,840,150,17.9
Madison,805,144,17.9
Rappahannock,780,139,17.8
Poquoson City,728,130,17.9
Grayson,660,118,17.9
Northumberland,655,117,17.9
Mathews,651,116,17.8
Charlotte,628,112,17.8
Cumberland,495,88,17.8
Buena Vista City,450,80,17.8
Surry,397,71,17.9
Bath,385,68,17.7
King and Queen,355,63,17.7
Craig,288,51,17.7
Bland,241,43,17.8
Highland,107,19,17.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,1420639,254109,17.9
