BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
East Baton Rouge,5715,5715,100.0
Orleans,5090,5090,100.0
Jefferson,4785,4785,100.0
Lafayette,2970,2970,100.0
Caddo,2792,2792,100.0
St. Tammany,2680,2680,100.0
Calcasieu,2314,2314,100.0
Ouachita,1858,1858,100.0
Livingston,1652,1652,100.0
Tangipahoa,1585,1585,100.0
Bossier,1469,1469,100.0
Ascension,1457,1457,100.0
Rapides,1435,1435,100.0
Terrebonne,1257,1257,100.0
Lafourche,1084,1084,100.0
St. Landry,891,891,100.0
Iberia,773,773,100.0
Lincoln,688,688,100.0
Acadia,679,679,100.0
Vermilion,663,663,100.0
St. Charles,589,589,100.0
St. Martin,584,584,100.0
Vernon,580,580,100.0
St. Bernard,578,578,100.0
St. Mary,541,541,100.0
Natchitoches,485,485,100.0
Washington,484,484,100.0
St. John the Baptist,482,482,100.0
Avoyelles,418,418,100.0
Webster,393,393,100.0
Beauregard,383,383,100.0
Iberville,362,362,100.0
Evangeline,347,347,100.0
Jefferson Davis,331,331,100.0
West Baton Rouge,299,299,100.0
De Soto,292,292,100.0
Morehouse,261,261,100.0
Plaquemines,251,251,100.0
St. James,239,239,100.0
Sabine,238,238,100.0
Assumption,234,234,100.0
Pointe Coupee,220,220,100.0
Richland,219,219,100.0
Allen,216,216,100.0
Union,210,210,100.0
Franklin,206,206,100.0
Grant,202,202,100.0
Concordia,186,186,100.0
East Feliciana,163,163,100.0
Jackson,149,149,100.0
LaSalle,148,148,100.0
Bienville,140,140,100.0
Winn,130,130,100.0
Madison,128,128,100.0
Claiborne,122,122,100.0
St. Helena,122,122,100.0
West Feliciana,117,117,100.0
West Carroll,108,108,100.0
Caldwell,93,93,100.0
Catahoula,93,93,100.0
Red River,82,82,100.0
Cameron,62,62,100.0
East Carroll,50,50,100.0
Tensas,39,39,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,53413,53413,100.0
