BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Ada,5421,5421,100.0
Canyon,2589,2589,100.0
Kootenai,1686,1686,100.0
Bonneville,1335,1335,100.0
Bannock,1051,1051,100.0
Twin Falls,996,996,100.0
Madison,658,658,100.0
Latah,565,565,100.0
Bingham,512,512,100.0
Nez Perce,436,436,100.0
Bonner,391,391,100.0
Jefferson,321,321,100.0
Elmore,296,296,100.0
Jerome,267,267,100.0
Cassia,256,256,100.0
Payette,244,244,100.0
Minidoka,229,229,100.0
Blaine,204,204,100.0
Gem,161,161,100.0
Gooding,149,149,100.0
Franklin,149,149,100.0
Fremont,138,138,100.0
Teton,131,131,100.0
Idaho,123,123,100.0
Owyhee,116,116,100.0
Boundary,113,113,100.0
Shoshone,110,110,100.0
Washington,88,88,100.0
Valley,86,86,100.0
Power,79,79,100.0
Benewah,79,79,100.0
Caribou,70,70,100.0
Lincoln,63,63,100.0
Bear Lake,62,62,100.0
Clearwater,61,61,100.0
Lemhi,61,61,100.0
Boise,57,57,100.0
Oneida,40,40,100.0
Lewis,32,32,100.0
Custer,31,31,100.0
Adams,29,29,100.0
Butte,21,21,100.0
Clark,10,10,100.0
Camas,9,9,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,19525,19525,100.0
