BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Anchorage,20568,8271,40.2
Matanuska-Susitna,8213,3303,40.2
Fairbanks North Star,6811,2739,40.2
Kenai Peninsula,6600,2654,40.2
Juneau City and Borough,2846,1144,40.2
Ketchikan Gateway,1363,548,40.2
Kodiak Island,948,381,40.2
Valdez-Cordova,892,358,40.1
Bethel,884,355,40.2
Sitka City and Borough,781,314,40.2
Prince of Wales-Hyder,734,295,40.2
Southeast Fairbanks,644,258,40.1
Yukon-Koyukuk,533,214,40.2
Haines,530,213,40.2
Nome,493,198,40.2
North Slope,491,197,40.1
Petersburg,466,187,40.1
Northwest Arctic,360,144,40.0
Dillingham,333,133,39.9
Hoonah-Angoon,323,129,39.9
Kusilvak,312,125,40.1
Wrangell City and Borough,291,117,40.2
Aleutians West,257,103,40.1
Aleutians East,208,83,39.9
Denali,145,58,40.0
Skagway,90,36,40.0
Lake and Peninsula,62,24,38.7
Yakutat City and Borough,56,22,39.3
Bristol Bay,53,21,39.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,56287,22624,40.2
