BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
King,113735,56405,49.6
Pierce,46610,23115,49.6
Snohomish,39650,19664,49.6
Spokane,31813,15777,49.6
Clark,26497,13140,49.6
Thurston,17701,8778,49.6
Kitsap,17069,8465,49.6
Whatcom,14372,7127,49.6
Yakima,14021,6953,49.6
Benton,11267,5587,49.6
Skagit,10255,5085,49.6
Clallam,9022,4474,49.6
Cowlitz,8026,3980,49.6
Island,7591,3764,49.6
Lewis,6446,3196,49.6
Chelan,5978,2964,49.6
Grays Harbor,5835,2893,49.6
Mason,5324,2640,49.6
Grant,5103,2530,49.6
Walla Walla,4786,2373,49.6
Jefferson,4043,2005,49.6
Stevens,3710,1839,49.6
Okanogan,3357,1664,49.6
Franklin,3149,1561,49.6
Douglas,3049,1512,49.6
Kittitas,2846,1411,49.6
Pacific,2444,1212,49.6
Asotin,2237,1109,49.6
Whitman,2097,1039,49.5
San Juan,1967,975,49.6
Klickitat,1812,898,49.6
Pend Oreille,1161,575,49.5
Lincoln,1142,566,49.6
Adams,851,422,49.6
Skamania,845,419,49.6
Ferry,682,338,49.6
Wahkiakum,514,254,49.4
Columbia,480,238,49.6
Garfield,262,129,49.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,437749,217076,49.6
