BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Kings,487119,70294,14.4
Queens,464503,67030,14.4
Bronx,370100,53407,14.4
Suffolk,308362,44498,14.4
New York,257997,37230,14.4
Nassau,231126,33352,14.4
Erie,211489,30519,14.4
Westchester,184519,26627,14.4
Monroe,173466,25032,14.4
Richmond,104607,15095,14.4
Onondaga,102631,14810,14.4
Orange,74197,10707,14.4
Oneida,64306,9279,14.4
Dutchess,63336,9139,14.4
Albany,61870,8928,14.4
Rockland,58255,8406,14.4
Niagara,52185,7530,14.4
Saratoga,50084,7227,14.4
Broome,46713,6740,14.4
Schenectady,39460,5694,14.4
Rensselaer,37472,5407,14.4
Ulster,37466,5406,14.4
Oswego,35373,5104,14.4
Chautauqua,33257,4799,14.4
St. Lawrence,31423,4534,14.4
Jefferson,30107,4344,14.4
Steuben,25958,3745,14.4
Wayne,23974,3459,14.4
Clinton,22212,3205,14.4
Ontario,22123,3192,14.4
Chemung,21765,3140,14.4
Sullivan,21655,3124,14.4
Cattaraugus,21295,3073,14.4
Cayuga,20169,2910,14.4
Putnam,19606,2829,14.4
Tompkins,17089,2466,14.4
Washington,17004,2453,14.4
Madison,16107,2324,14.4
Herkimer,16093,2322,14.4
Livingston,16012,2310,14.4
Franklin,15929,2298,14.4
Fulton,15158,2187,14.4
Genesee,14854,2143,14.4
Columbia,12658,1826,14.4
Otsego,12511,1805,14.4
Montgomery,12483,1801,14.4
Chenango,12354,1782,14.4
Allegany,12132,1750,14.4
Warren,12110,1747,14.4
Orleans,12097,1745,14.4
Delaware,11652,1681,14.4
Cortland,11479,1656,14.4
Wyoming,11449,1652,14.4
Greene,11372,1641,14.4
Tioga,10831,1562,14.4
Essex,8887,1282,14.4
Seneca,8755,1263,14.4
Schoharie,7754,1118,14.4
Lewis,6392,922,14.4
Yates,5384,776,14.4
Schuyler,4183,603,14.4
Hamilton,1006,145,14.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,4123915,595075,14.4
