BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Milwaukee,152296,28858,18.9
Dane,120587,22850,18.9
Waukesha,79841,15129,18.9
Brown,54854,10394,18.9
Outagamie,38721,7337,18.9
Winnebago,29502,5590,18.9
Kenosha,26266,4977,18.9
Rock,24164,4578,18.9
Racine,24119,4570,18.9
La Crosse,23901,4529,18.9
Marathon,21393,4053,18.9
Eau Claire,18755,3553,18.9
Washington,18376,3482,18.9
Fond du Lac,16206,3070,18.9
Sheboygan,15493,2935,18.9
Portage,14458,2739,18.9
Ozaukee,13803,2615,18.9
Walworth,13464,2551,18.9
St. Croix,13247,2510,18.9
Sauk,13050,2472,18.9
Wood,12562,2380,18.9
Jefferson,10186,1930,18.9
Manitowoc,9766,1850,18.9
Dodge,9133,1730,18.9
Monroe,7625,1444,18.9
Chippewa,7566,1433,18.9
Douglas,6700,1269,18.9
Columbia,6677,1265,18.9
Barron,6259,1186,18.9
Dunn,6219,1178,18.9
Grant,5700,1080,18.9
Marinette,5566,1054,18.9
Oneida,5480,1038,18.9
Waupaca,5188,983,18.9
Calumet,4772,904,18.9
Door,4750,900,18.9
Shawano,4467,846,18.9
Pierce,4341,822,18.9
Lincoln,4195,794,18.9
Green,4135,783,18.9
Polk,4106,778,18.9
Clark,3330,631,18.9
Oconto,3317,628,18.9
Vilas,3136,594,18.9
Trempealeau,3094,586,18.9
Vernon,2885,546,18.9
Juneau,2880,545,18.9
Ashland,2851,540,18.9
Jackson,2833,536,18.9
Sawyer,2733,517,18.9
Langlade,2167,410,18.9
Iowa,2112,400,18.9
Waushara,2069,392,18.9
Washburn,2044,387,18.9
Taylor,1901,360,18.9
Kewaunee,1885,357,18.9
Green Lake,1791,339,18.9
Crawford,1720,325,18.9
Burnett,1664,315,18.9
Forest,1624,307,18.9
Bayfield,1618,306,18.9
Adams,1503,284,18.9
Richland,1485,281,18.9
Buffalo,1336,253,18.9
Price,1318,249,18.9
Lafayette,1258,238,18.9
Rusk,1235,234,18.9
Marquette,996,188,18.9
Pepin,779,147,18.9
Iron,654,123,18.8
Florence,647,122,18.9
Menominee,455,86,18.9



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,927209,175665,18.9
