BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Hennepin,70871,31912,45.0
Ramsey,32438,14606,45.0
Dakota,22776,10255,45.0
Anoka,18200,8195,45.0
St. Louis,16005,7206,45.0
Washington,14729,6632,45.0
Olmsted,10568,4758,45.0
Stearns,10371,4669,45.0
Wright,6570,2958,45.0
Otter Tail,6121,2756,45.0
Crow Wing,6056,2726,45.0
Scott,5790,2607,45.0
Carver,4746,2137,45.0
Itasca,4302,1937,45.0
Rice,4263,1919,45.0
Blue Earth,4026,1812,45.0
Goodhue,3948,1777,45.0
Clay,3911,1761,45.0
Douglas,3867,1741,45.0
Sherburne,3824,1721,45.0
Mower,3681,1657,45.0
Winona,3638,1638,45.0
Kandiyohi,3537,1592,45.0
Freeborn,3253,1464,45.0
Chisago,3248,1462,45.0
McLeod,3068,1381,45.0
Beltrami,3066,1380,45.0
Steele,2959,1332,45.0
Cass,2948,1327,45.0
Morrison,2870,1292,45.0
Becker,2855,1285,45.0
Carlton,2664,1199,45.0
Polk,2644,1190,45.0
Brown,2617,1178,45.0
Isanti,2611,1175,45.0
Benton,2546,1146,45.0
Pine,2500,1125,45.0
Nicollet,2314,1041,45.0
Martin,2287,1029,45.0
Todd,2259,1017,45.0
Aitkin,2226,1002,45.0
Hubbard,2105,947,45.0
Le Sueur,2076,934,45.0
Mille Lacs,2067,930,45.0
Fillmore,2056,925,45.0
Wabasha,2022,910,45.0
Meeker,2014,906,45.0
Lyon,1918,863,45.0
Houston,1740,783,45.0
Nobles,1694,762,45.0
Redwood,1605,722,45.0
Faribault,1567,705,45.0
Renville,1499,674,45.0
Waseca,1459,656,45.0
Wadena,1405,632,45.0
Koochiching,1357,611,45.0
Kanabec,1320,594,45.0
Dodge,1311,590,45.0
Cottonwood,1299,584,45.0
Sibley,1296,583,45.0
Lake,1259,566,45.0
Pennington,1195,538,45.0
Chippewa,1197,538,44.9
Pope,1184,533,45.0
Watonwan,1167,525,45.0
Roseau,1131,509,45.0
Jackson,1114,501,45.0
Yellow Medicine,1041,468,45.0
Swift,1021,459,45.0
Murray,1016,457,45.0
Pipestone,1009,454,45.0
Marshall,986,443,44.9
Lac qui Parle,942,424,45.0
Rock,921,414,45.0
Stevens,872,392,45.0
Clearwater,828,372,44.9
Lincoln,775,348,44.9
Norman,696,313,45.0
Big Stone,694,312,45.0
Grant,661,297,44.9
Wilkin,591,266,45.0
Cook,513,230,44.8
Kittson,511,230,45.0
Traverse,468,210,44.9
Mahnomen,431,194,45.0
Red Lake,378,170,45.0
Lake of the Woods,375,168,44.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,367959,165639,45.0
