BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Kings,287399,76987,26.8
Queens,225641,60443,26.8
Bronx,177602,47575,26.8
New York,170708,45728,26.8
Suffolk,157110,42085,26.8
Erie,127523,34160,26.8
Nassau,121884,32649,26.8
Monroe,90584,24265,26.8
Westchester,86554,23185,26.8
Onondaga,59839,16029,26.8
Richmond,57277,15343,26.8
Orange,44003,11787,26.8
Albany,38475,10306,26.8
Dutchess,36661,9820,26.8
Oneida,31534,8447,26.8
Rockland,29351,7862,26.8
Niagara,29325,7855,26.8
Saratoga,28160,7543,26.8
Broome,25534,6839,26.8
Ulster,24033,6437,26.8
Rensselaer,19720,5282,26.8
Oswego,18152,4862,26.8
Chautauqua,17808,4770,26.8
Schenectady,17535,4697,26.8
St. Lawrence,15094,4043,26.8
Jefferson,14040,3760,26.8
Ontario,12568,3366,26.8
Tompkins,12483,3343,26.8
Wayne,11685,3130,26.8
Steuben,11669,3125,26.8
Chemung,11619,3112,26.8
Clinton,11437,3063,26.8
Putnam,10648,2852,26.8
Cattaraugus,10460,2801,26.8
Cayuga,10203,2733,26.8
Sullivan,9749,2611,26.8
Herkimer,9077,2431,26.8
Madison,8843,2368,26.8
Otsego,8211,2199,26.8
Livingston,8042,2154,26.8
Fulton,7857,2104,26.8
Franklin,7849,2102,26.8
Washington,7684,2058,26.8
Columbia,7650,2049,26.8
Warren,7575,2029,26.8
Genesee,7567,2027,26.8
Montgomery,6647,1780,26.8
Allegany,6486,1737,26.8
Tioga,6326,1694,26.8
Chenango,6235,1670,26.8
Delaware,6136,1643,26.8
Greene,6065,1624,26.8
Cortland,5967,1598,26.8
Orleans,5728,1534,26.8
Wyoming,5290,1417,26.8
Seneca,4519,1210,26.8
Essex,4498,1204,26.8
Schoharie,3954,1059,26.8
Lewis,3359,899,26.8
Yates,3014,807,26.8
Schuyler,2375,636,26.8
Hamilton,556,148,26.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,2221577,595076,26.8
