BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Marion,47818,24004,50.2
Lake,33235,16684,50.2
Allen,21604,10845,50.2
St. Joseph,17889,8980,50.2
Hamilton,14847,7453,50.2
Vanderburgh,13127,6589,50.2
Elkhart,12512,6281,50.2
Porter,10587,5314,50.2
Madison,9798,4918,50.2
Johnson,8944,4489,50.2
Tippecanoe,8845,4440,50.2
Hendricks,8612,4323,50.2
Delaware,8583,4308,50.2
LaPorte,7617,3823,50.2
Monroe,7594,3812,50.2
Vigo,7351,3690,50.2
Clark,6810,3418,50.2
Howard,6809,3418,50.2
Wayne,5619,2820,50.2
Bartholomew,5569,2795,50.2
Grant,5560,2791,50.2
Kosciusko,5299,2660,50.2
Floyd,4739,2379,50.2
Hancock,4734,2376,50.2
Morgan,4384,2200,50.2
Warrick,4301,2159,50.2
Henry,3817,1916,50.2
Lawrence,3797,1906,50.2
Marshall,3577,1795,50.2
Boone,3413,1713,50.2
Dearborn,3385,1699,50.2
Dubois,3249,1631,50.2
Shelby,3143,1577,50.2
Montgomery,3039,1525,50.2
Wabash,3003,1507,50.2
Jackson,2967,1489,50.2
Cass,2885,1448,50.2
Knox,2863,1437,50.2
Noble,2788,1399,50.2
DeKalb,2750,1380,50.2
Putnam,2739,1374,50.2
Huntington,2710,1360,50.2
Harrison,2702,1356,50.2
Greene,2695,1352,50.2
Steuben,2637,1323,50.2
Miami,2547,1278,50.2
Gibson,2520,1265,50.2
Adams,2483,1246,50.2
Whitley,2467,1238,50.2
Clinton,2419,1214,50.2
Jasper,2334,1171,50.2
Jefferson,2268,1138,50.2
Wells,2242,1125,50.2
Randolph,2234,1121,50.2
LaGrange,2158,1083,50.2
Daviess,2155,1081,50.2
Ripley,2116,1062,50.2
White,1993,1000,50.2
Clay,1965,986,50.2
Fayette,1940,973,50.2
Posey,1914,960,50.2
Decatur,1892,949,50.2
Washington,1867,937,50.2
Jennings,1724,865,50.2
Franklin,1659,832,50.2
Fulton,1655,830,50.2
Spencer,1616,811,50.2
Starke,1613,809,50.2
Carroll,1594,800,50.2
Jay,1548,777,50.2
Orange,1512,759,50.2
Scott,1496,751,50.2
Sullivan,1474,739,50.1
Owen,1471,738,50.2
Perry,1458,731,50.1
Fountain,1441,723,50.2
Rush,1338,671,50.1
Brown,1321,663,50.2
Tipton,1319,662,50.2
Parke,1287,646,50.2
Vermillion,1259,632,50.2
Newton,1136,570,50.2
Blackford,1106,555,50.2
Pike,1048,526,50.2
Pulaski,1025,514,50.1
Martin,828,415,50.1
Switzerland,794,398,50.1
Crawford,764,383,50.1
Warren,731,366,50.1
Benton,657,329,50.1
Union,530,266,50.2
Ohio,509,255,50.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,426373,213999,50.2
