BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Philadelphia,406092,54449,13.4
Allegheny,282799,37918,13.4
Montgomery,160159,21474,13.4
Bucks,130695,17523,13.4
Lancaster,118972,15952,13.4
Delaware,111962,15012,13.4
Berks,95666,12827,13.4
York,93847,12583,13.4
Chester,85427,11454,13.4
Lehigh,82558,11069,13.4
Luzerne,79839,10704,13.4
Westmoreland,74759,10023,13.4
Northampton,73849,9901,13.4
Erie,63356,8494,13.4
Dauphin,62023,8316,13.4
Washington,55608,7456,13.4
Lackawanna,47901,6422,13.4
Cumberland,47395,6354,13.4
Monroe,46995,6301,13.4
Butler,45797,6140,13.4
Beaver,38776,5199,13.4
Schuylkill,37486,5026,13.4
Fayette,35111,4707,13.4
Franklin,34916,4681,13.4
Centre,33497,4491,13.4
Blair,32300,4330,13.4
Mercer,32292,4329,13.4
Cambria,31804,4264,13.4
Lebanon,31310,4198,13.4
Lycoming,26522,3556,13.4
Adams,24936,3343,13.4
Clearfield,24562,3293,13.4
Northumberland,23617,3166,13.4
Crawford,22536,3021,13.4
Somerset,22527,3020,13.4
Lawrence,21184,2840,13.4
Indiana,19746,2647,13.4
Armstrong,17345,2325,13.4
Columbia,16563,2220,13.4
Bradford,14472,1940,13.4
Pike,14048,1883,13.4
Carbon,13942,1869,13.4
Venango,12801,1716,13.4
Bedford,12074,1618,13.4
Wayne,11907,1596,13.4
Tioga,11674,1565,13.4
Perry,11542,1547,13.4
Huntingdon,11275,1511,13.4
Jefferson,11233,1506,13.4
McKean,11189,1500,13.4
Mifflin,11174,1498,13.4
Snyder,10607,1422,13.4
Warren,10564,1416,13.4
Clinton,10405,1395,13.4
Union,10195,1366,13.4
Susquehanna,10173,1364,13.4
Greene,9875,1324,13.4
Clarion,9541,1279,13.4
Elk,7854,1053,13.4
Wyoming,7288,977,13.4
Juniata,6084,815,13.4
Potter,4228,566,13.4
Montour,4214,565,13.4
Fulton,3454,463,13.4
Forest,2278,305,13.4
Sullivan,1640,219,13.4
Cameron,1035,138,13.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,2949495,395444,13.4
