BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Clark,13574,13574,100.0
Washoe,3207,3207,100.0
Carson City,416,416,100.0
Lyon,375,375,100.0
Elko,332,332,100.0
Douglas,320,320,100.0
Nye,307,307,100.0
Churchill,152,152,100.0
Humboldt,114,114,100.0
White Pine,51,51,100.0
Mineral,36,36,100.0
Pershing,36,36,100.0
Lincoln,29,29,100.0
Lander,27,27,100.0
Storey,20,20,100.0
Eureka,14,14,100.0
Esmeralda,8,8,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,19018,19018,100.0
