BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Polk,127084,24471,19.3
Linn,50706,9764,19.3
Scott,31686,6101,19.3
Johnson,27080,5214,19.3
Dallas,24986,4811,19.3
Black Hawk,22767,4384,19.3
Dubuque,18988,3656,19.3
Woodbury,18027,3471,19.3
Story,15371,2959,19.3
Pottawattamie,14005,2696,19.3
Cerro Gordo,7361,1417,19.3
Webster,6891,1326,19.2
Des Moines,6506,1252,19.2
Clinton,5837,1124,19.3
Muscatine,5591,1076,19.2
Sioux,5190,999,19.2
Lee,4564,878,19.2
Wapello,4278,823,19.2
Warren,4188,806,19.2
Jasper,3947,760,19.3
Marshall,3932,757,19.3
Marion,3913,753,19.2
Plymouth,3854,742,19.3
Carroll,3400,654,19.2
Bremer,3253,626,19.2
Winneshiek,2830,544,19.2
Jefferson,2668,513,19.2
Dickinson,2617,503,19.2
Poweshiek,2598,500,19.2
Clay,2512,483,19.2
Boone,2481,477,19.2
Mahaska,2412,464,19.2
Buena Vista,2351,452,19.2
Henry,2280,439,19.3
Iowa,2099,404,19.2
Washington,2079,400,19.2
Hardin,2060,396,19.2
Buchanan,1955,376,19.2
Kossuth,1931,371,19.2
Jackson,1912,368,19.2
Benton,1904,366,19.2
Fayette,1896,365,19.3
Jones,1797,346,19.3
Crawford,1769,340,19.2
Delaware,1713,329,19.2
Cass,1681,323,19.2
Tama,1654,318,19.2
O'Brien,1611,310,19.2
Cedar,1602,308,19.2
Clayton,1592,306,19.2
Cherokee,1577,303,19.2
Page,1465,282,19.2
Hamilton,1460,281,19.2
Shelby,1378,265,19.2
Wright,1356,261,19.2
Floyd,1304,251,19.2
Winnebago,1235,237,19.2
Appanoose,1205,232,19.3
Madison,1169,225,19.2
Harrison,1164,224,19.2
Hancock,1164,224,19.2
Allamakee,1081,208,19.2
Lyon,1074,206,19.2
Humboldt,1053,202,19.2
Union,995,191,19.2
Chickasaw,993,191,19.2
Mills,979,188,19.2
Montgomery,894,172,19.2
Mitchell,896,172,19.2
Grundy,891,171,19.2
Howard,892,171,19.2
Emmet,869,167,19.2
Guthrie,863,166,19.2
Franklin,842,162,19.2
Adair,842,162,19.2
Butler,838,161,19.2
Greene,831,160,19.3
Sac,795,153,19.2
Calhoun,793,152,19.2
Louisa,755,145,19.2
Palo Alto,708,136,19.2
Monroe,704,135,19.2
Monona,682,131,19.2
Ida,669,128,19.1
Keokuk,665,128,19.2
Clarke,658,126,19.1
Lucas,638,122,19.1
Taylor,610,117,19.2
Davis,595,114,19.2
Worth,574,110,19.2
Osceola,561,108,19.3
Fremont,555,106,19.1
Pocahontas,506,97,19.2
Decatur,435,83,19.1
Wayne,430,82,19.1
Van Buren,414,79,19.1
Audubon,406,78,19.2
Ringgold,348,67,19.3
Adams,278,53,19.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,517498,99606,19.2
