BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cass,22491,5517,24.5
Burleigh,11962,2934,24.5
Ward,9655,2368,24.5
Grand Forks,9087,2229,24.5
Williams,5163,1266,24.5
Morton,4440,1089,24.5
Stark,4013,984,24.5
Rolette,3717,911,24.5
Stutsman,2913,714,24.5
Richland,2094,513,24.5
McKenzie,1782,437,24.5
Mountrail,1700,417,24.5
Ramsey,1567,384,24.5
Barnes,1418,347,24.5
Benson,1374,337,24.5
Walsh,1364,334,24.5
McLean,1229,301,24.5
Sioux,1114,273,24.5
Mercer,1079,264,24.5
Traill,1029,252,24.5
Pembina,903,221,24.5
Bottineau,843,206,24.4
McHenry,737,180,24.4
Ransom,653,160,24.5
Dunn,586,143,24.4
Pierce,563,138,24.5
Dickey,549,134,24.4
LaMoure,532,130,24.4
Sargent,476,116,24.4
Wells,447,109,24.4
Cavalier,429,105,24.5
Foster,416,102,24.5
Emmons,409,100,24.4
Nelson,361,88,24.4
Bowman,345,84,24.3
Divide,331,81,24.5
Hettinger,330,80,24.2
Kidder,321,78,24.3
Eddy,319,78,24.5
McIntosh,306,75,24.5
Towner,301,73,24.3
Renville,299,73,24.4
Griggs,293,71,24.2
Grant,288,70,24.3
Adams,282,69,24.5
Burke,257,63,24.5
Golden Valley,254,62,24.4
Logan,217,53,24.4
Steele,200,49,24.5
Sheridan,192,47,24.5
Oliver,195,47,24.1
Billings,111,27,24.3
Slope,91,22,24.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,102027,25005,24.5
