BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Jefferson,56133,18533,33.0
El Paso,53653,17714,33.0
Arapahoe,51014,16843,33.0
Denver,49238,16256,33.0
Larimer,32279,10657,33.0
Adams,31870,10522,33.0
Boulder,27241,8994,33.0
Douglas,25258,8339,33.0
Weld,22677,7487,33.0
Pueblo,17395,5743,33.0
Mesa,16305,5383,33.0
La Plata,6086,2009,33.0
Fremont,5914,1952,33.0
Broomfield,5580,1842,33.0
Montrose,5526,1824,33.0
Garfield,4810,1588,33.0
Delta,4497,1484,33.0
Eagle,4230,1396,33.0
Teller,3790,1251,33.0
Montezuma,3467,1144,33.0
Chaffee,2988,986,33.0
Summit,2911,961,33.0
Elbert,2791,921,33.0
Park,2677,883,33.0
Routt,2563,846,33.0
Archuleta,2431,802,33.0
Morgan,2364,780,33.0
Pitkin,2170,716,33.0
Logan,2036,672,33.0
Otero,2030,670,33.0
Las Animas,2030,670,33.0
Grand,1845,609,33.0
Gunnison,1482,489,33.0
Clear Creek,1338,441,33.0
Alamosa,1300,429,33.0
Rio Grande,1286,424,33.0
Huerfano,1224,404,33.0
Prowers,1188,392,33.0
Custer,1187,391,32.9
Moffat,1129,372,32.9
Saguache,1050,346,33.0
Yuma,975,321,32.9
Ouray,931,307,33.0
Conejos,879,290,33.0
San Miguel,859,283,32.9
Gilpin,822,271,33.0
Kit Carson,726,239,32.9
Costilla,629,207,32.9
Bent,618,204,33.0
Lake,596,196,32.9
Rio Blanco,540,178,33.0
Washington,516,170,32.9
Lincoln,505,166,32.9
Crowley,476,157,33.0
Baca,458,151,33.0
Phillips,363,119,32.8
Dolores,300,99,33.0
Sedgwick,253,83,32.8
Jackson,210,69,32.9
Kiowa,182,60,33.0
Cheyenne,157,51,32.5
Mineral,136,44,32.4
Hinsdale,131,43,32.8
San Juan,100,33,33.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,478345,157906,33.0
