BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Los Angeles,63831,63831,100.0
San Diego,22473,22473,100.0
Orange,20844,20844,100.0
Riverside,15712,15712,100.0
San Bernardino,14471,14471,100.0
Santa Clara,12417,12417,100.0
Sacramento,10930,10930,100.0
Alameda,10739,10739,100.0
Contra Costa,7848,7848,100.0
Fresno,6583,6583,100.0
San Francisco,6182,6182,100.0
Kern,5876,5876,100.0
Ventura,5742,5742,100.0
San Mateo,5250,5250,100.0
San Joaquin,5105,5105,100.0
Stanislaus,3800,3800,100.0
Sonoma,3511,3511,100.0
Santa Barbara,3205,3205,100.0
Solano,3170,3170,100.0
Tulare,2909,2909,100.0
Placer,2883,2883,100.0
Monterey,2753,2753,100.0
San Luis Obispo,2000,2000,100.0
Santa Cruz,1981,1981,100.0
Marin,1899,1899,100.0
Butte,1759,1759,100.0
Merced,1677,1677,100.0
Yolo,1492,1492,100.0
Shasta,1455,1455,100.0
El Dorado,1316,1316,100.0
Imperial,1243,1243,100.0
Madera,1058,1058,100.0
Humboldt,976,976,100.0
Napa,942,942,100.0
Kings,927,927,100.0
Nevada,667,667,100.0
Sutter,652,652,100.0
Mendocino,645,645,100.0
Yuba,559,559,100.0
Lake,495,495,100.0
Tehama,477,477,100.0
San Benito,400,400,100.0
Tuolumne,360,360,100.0
Calaveras,304,304,100.0
Siskiyou,280,280,100.0
Amador,277,277,100.0
Glenn,207,207,100.0
Lassen,188,188,100.0
Del Norte,175,175,100.0
Colusa,148,148,100.0
Inyo,139,139,100.0
Plumas,130,130,100.0
Mariposa,108,108,100.0
Trinity,96,96,100.0
Modoc,60,60,100.0
Mono,59,59,100.0
Sierra,21,21,100.0
Alpine,8,8,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,261414,261414,100.0
