BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Jefferson,5282,5282,100.0
Mobile,3298,3298,100.0
Madison,2834,2834,100.0
Montgomery,1767,1767,100.0
Tuscaloosa,1586,1586,100.0
Baldwin,1572,1572,100.0
Shelby,1491,1491,100.0
Lee,1061,1061,100.0
Calhoun,938,938,100.0
Morgan,931,931,100.0
Etowah,859,859,100.0
Houston,801,801,100.0
Marshall,798,798,100.0
Limestone,783,783,100.0
St. Clair,746,746,100.0
Lauderdale,729,729,100.0
Elmore,692,692,100.0
Talladega,668,668,100.0
Cullman,630,630,100.0
Walker,587,587,100.0
DeKalb,511,511,100.0
Autauga,494,494,100.0
Russell,451,451,100.0
Colbert,444,444,100.0
Blount,434,434,100.0
Jackson,414,414,100.0
Dale,408,408,100.0
Dallas,386,386,100.0
Coffee,368,368,100.0
Covington,344,344,100.0
Tallapoosa,337,337,100.0
Chilton,323,323,100.0
Chambers,314,314,100.0
Escambia,299,299,100.0
Lawrence,282,282,100.0
Pike,276,276,100.0
Marion,250,250,100.0
Franklin,243,243,100.0
Clarke,209,209,100.0
Cherokee,207,207,100.0
Geneva,207,207,100.0
Pickens,195,195,100.0
Bibb,194,194,100.0
Monroe,179,179,100.0
Winston,178,178,100.0
Randolph,177,177,100.0
Barbour,170,170,100.0
Macon,161,161,100.0
Marengo,159,159,100.0
Butler,159,159,100.0
Fayette,142,142,100.0
Lamar,138,138,100.0
Henry,136,136,100.0
Washington,133,133,100.0
Cleburne,125,125,100.0
Crenshaw,125,125,100.0
Sumter,119,119,100.0
Hale,116,116,100.0
Choctaw,114,114,100.0
Clay,112,112,100.0
Conecuh,112,112,100.0
Lowndes,105,105,100.0
Wilcox,103,103,100.0
Bullock,82,82,100.0
Perry,80,80,100.0
Greene,72,72,100.0
Coosa,70,70,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,38710,38710,100.0
