BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,91595,30765,33.6
Virginia Beach City,36542,12274,33.6
Chesterfield,31866,10703,33.6
Henrico,28568,9595,33.6
Prince William,28522,9580,33.6
Loudoun,21600,7255,33.6
Chesapeake City,19121,6422,33.6
Richmond City,17437,5856,33.6
Norfolk City,15853,5324,33.6
Arlington,15018,5044,33.6
Newport News City,13287,4462,33.6
Hampton City,11791,3960,33.6
Spotsylvania,11404,3830,33.6
Roanoke,11255,3780,33.6
Alexandria City,11217,3767,33.6
Albemarle,10954,3679,33.6
Hanover,10932,3671,33.6
James City,10365,3481,33.6
Bedford,9773,3282,33.6
Stafford,9623,3232,33.6
Roanoke City,9306,3125,33.6
Augusta,8923,2997,33.6
Frederick,8445,2836,33.6
Rockingham,8303,2788,33.6
Portsmouth City,7937,2665,33.6
Pittsylvania,7876,2645,33.6
Franklin,7822,2627,33.6
Suffolk City,7778,2612,33.6
Montgomery,6985,2346,33.6
Washington,6972,2341,33.6
Fauquier,6791,2281,33.6
Henry,6553,2201,33.6
York,6268,2105,33.6
Campbell,6200,2082,33.6
Lynchburg City,5945,1996,33.6
Tazewell,5274,1771,33.6
Shenandoah,5178,1739,33.6
Culpeper,4749,1595,33.6
Halifax,4593,1542,33.6
Pulaski,4520,1518,33.6
Danville City,4514,1516,33.6
Louisa,4466,1500,33.6
Mecklenburg,4415,1482,33.6
Accomack,4372,1468,33.6
Botetourt,4357,1463,33.6
Wise,4125,1385,33.6
Carroll,4112,1381,33.6
Gloucester,4110,1380,33.6
Orange,4100,1377,33.6
Isle of Wight,4051,1360,33.6
Warren,3800,1276,33.6
Amherst,3739,1255,33.6
Smyth,3637,1221,33.6
Wythe,3469,1165,33.6
Powhatan,3339,1121,33.6
Russell,3288,1104,33.6
Charlottesville City,3226,1083,33.6
Goochland,3184,1069,33.6
Prince George,3161,1061,33.6
Rockbridge,3138,1054,33.6
Petersburg City,3006,1009,33.6
Fluvanna,3001,1008,33.6
Caroline,2951,991,33.6
Dinwiddie,2926,982,33.6
Lee,2916,979,33.6
Staunton City,2900,974,33.6
Page,2886,969,33.6
Scott,2841,954,33.6
Buchanan,2767,929,33.6
Salem City,2653,891,33.6
Northumberland,2582,867,33.6
Westmoreland,2579,866,33.6
Patrick,2580,866,33.6
Manassas City,2575,864,33.6
Harrisonburg City,2572,863,33.6
Winchester City,2534,851,33.6
Nelson,2452,823,33.6
New Kent,2440,819,33.6
Grayson,2134,716,33.6
Giles,2102,706,33.6
Waynesboro City,2087,701,33.6
Floyd,2070,695,33.6
Prince Edward,2069,694,33.5
King George,2052,689,33.6
Greene,2039,684,33.5
Alleghany,2030,681,33.5
Lancaster,2021,678,33.5
Southampton,2015,676,33.5
Hopewell City,2010,675,33.6
Buckingham,2000,671,33.6
Fairfax City,1974,663,33.6
Brunswick,1942,652,33.6
Fredericksburg City,1905,639,33.5
Middlesex,1879,631,33.6
Bristol City,1853,622,33.6
Dickenson,1853,622,33.6
Appomattox,1845,619,33.6
Northampton,1776,596,33.6
Colonial Heights City,1762,591,33.5
Clarke,1702,571,33.5
Madison,1638,550,33.6
Mathews,1614,542,33.6
Nottoway,1607,539,33.5
Lunenburg,1549,520,33.6
King William,1514,508,33.6
Amelia,1490,500,33.6
Charlotte,1480,497,33.6
Essex,1472,494,33.6
Cumberland,1379,463,33.6
Martinsville City,1345,451,33.5
Poquoson City,1297,435,33.5
Williamsburg City,1288,432,33.5
Rappahannock,1167,391,33.5
Sussex,1142,383,33.5
Falls Church City,1136,381,33.5
Greensville,1072,360,33.6
King and Queen,1038,348,33.5
Charles City,1020,342,33.5
Franklin City,924,310,33.5
Manassas Park City,892,299,33.5
Bland,873,293,33.6
Radford City,874,293,33.5
Surry,868,291,33.5
Richmond,869,291,33.5
Galax City,760,255,33.6
Covington City,660,221,33.5
Craig,658,221,33.6
Lexington City,645,216,33.5
Buena Vista City,646,216,33.4
Highland,509,170,33.4
Bath,483,162,33.5
Emporia City,426,143,33.6
Norton City,352,118,33.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,756712,254107,33.6
