BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,43940,20809,47.4
DoÃƒÂ±a Ana,15274,7233,47.4
Santa Fe,9300,4404,47.4
Sandoval,9084,4302,47.4
San Juan,7119,3371,47.4
Chaves,5389,2552,47.4
McKinley,4821,2283,47.4
Eddy,4686,2219,47.4
Valencia,4678,2215,47.3
Lea,4488,2125,47.3
Curry,4425,2095,47.3
Otero,3134,1484,47.4
Luna,2161,1023,47.3
Roosevelt,2157,1021,47.3
Taos,2038,965,47.4
Rio Arriba,1781,843,47.3
Cibola,1582,749,47.3
Grant,1510,715,47.4
San Miguel,1364,645,47.3
Lincoln,1172,555,47.4
Los Alamos,990,468,47.3
Torrance,873,413,47.3
Socorro,858,406,47.3
Colfax,809,383,47.3
Quay,755,357,47.3
Sierra,732,346,47.3
Guadalupe,505,239,47.3
Hidalgo,412,195,47.3
Union,270,127,47.0
Mora,217,102,47.0
Catron,197,93,47.2
De Baca,158,74,46.8
Harding,56,26,46.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,136935,64837,47.3
