BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Yellowstone,1344,1344,100.0
Flathead,829,829,100.0
Missoula,817,817,100.0
Gallatin,760,760,100.0
Lewis and Clark,575,575,100.0
Cascade,566,566,100.0
Ravalli,284,284,100.0
Silver Bow,257,257,100.0
Lake,195,195,100.0
Lincoln,152,152,100.0
Park,118,118,100.0
Hill,116,116,100.0
Roosevelt,105,105,100.0
Big Horn,104,104,100.0
Glacier,102,102,100.0
Sanders,96,96,100.0
Custer,96,96,100.0
Fergus,95,95,100.0
Jefferson,94,94,100.0
Richland,92,92,100.0
Rosebud,86,86,100.0
Stillwater,86,86,100.0
Carbon,77,77,100.0
Dawson,65,65,100.0
Deer Lodge,64,64,100.0
Beaverhead,60,60,100.0
Valley,57,57,100.0
Powell,53,53,100.0
Pondera,52,52,100.0
Broadwater,46,46,100.0
Musselshell,41,41,100.0
Madison,36,36,100.0
Mineral,36,36,100.0
Blaine,33,33,100.0
Teton,33,33,100.0
Phillips,29,29,100.0
Toole,27,27,100.0
Fallon,27,27,100.0
Chouteau,25,25,100.0
Granite,22,22,100.0
Sweet Grass,20,20,100.0
Sheridan,16,16,100.0
Meagher,14,14,100.0
Prairie,14,14,100.0
Liberty,13,13,100.0
Wheatland,13,13,100.0
McCone,12,12,100.0
Judith Basin,10,10,100.0
Carter,10,10,100.0
Powder River,9,9,100.0
Wibaux,9,9,100.0
Garfield,8,8,100.0
Daniels,8,8,100.0
Golden Valley,6,6,100.0
Treasure,5,5,100.0
Petroleum,4,4,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,7923,7923,100.0
