BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Oklahoma,213034,24440,11.5
Tulsa,166310,19080,11.5
Cleveland,78997,9062,11.5
Comanche,37191,4266,11.5
Canadian,33968,3897,11.5
Rogers,25647,2942,11.5
Wagoner,25636,2941,11.5
Payne,22332,2562,11.5
Muskogee,21851,2506,11.5
Pottawatomie,21175,2429,11.5
Creek,20190,2316,11.5
Garfield,17959,2060,11.5
Cherokee,15742,1806,11.5
Grady,14941,1714,11.5
Carter,14523,1666,11.5
Sequoyah,14497,1663,11.5
Le Flore,14380,1649,11.5
Osage,13955,1600,11.5
Stephens,13527,1551,11.5
Bryan,13450,1543,11.5
Delaware,13193,1513,11.5
Washington,12936,1484,11.5
Pittsburg,12877,1477,11.5
Mayes,12809,1469,11.5
Kay,12414,1424,11.5
Logan,12255,1405,11.5
Okmulgee,12089,1386,11.5
Pontotoc,11015,1263,11.5
McCurtain,10374,1190,11.5
Lincoln,10344,1186,11.5
McClain,9971,1143,11.5
Ottawa,9511,1091,11.5
Caddo,9044,1037,11.5
Custer,8919,1023,11.5
Garvin,8137,933,11.5
Adair,7942,911,11.5
Seminole,7436,853,11.5
Jackson,6965,799,11.5
McIntosh,6415,735,11.5
Beckham,6400,734,11.5
Texas,5640,647,11.5
Woodward,5574,639,11.5
Marshall,5171,593,11.5
Pawnee,4846,555,11.5
Choctaw,4672,535,11.5
Atoka,4511,517,11.5
Hughes,4470,512,11.5
Craig,4469,512,11.5
Okfuskee,4209,482,11.5
Murray,4067,466,11.5
Haskell,3995,458,11.5
Kingfisher,3890,446,11.5
Johnston,3444,395,11.5
Pushmataha,3256,373,11.5
Nowata,3229,370,11.5
Latimer,3200,367,11.5
Noble,3119,357,11.4
Washita,3001,344,11.5
Love,2833,325,11.5
Kiowa,2563,294,11.5
Blaine,2537,291,11.5
Woods,2334,267,11.4
Tillman,2185,250,11.4
Jefferson,2076,238,11.5
Major,1964,225,11.5
Greer,1843,211,11.4
Alfalfa,1659,190,11.5
Cotton,1644,188,11.4
Coal,1607,184,11.4
Beaver,1304,149,11.4
Dewey,1262,144,11.4
Grant,1157,132,11.4
Ellis,1053,120,11.4
Roger Mills,998,114,11.4
Harper,948,108,11.4
Harmon,780,89,11.4
Cimarron,559,64,11.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,1106420,126900,11.5
