BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Yellowstone,15234,4146,27.2
Flathead,11658,3172,27.2
Missoula,11022,2999,27.2
Gallatin,8399,2285,27.2
Cascade,8371,2278,27.2
Lewis and Clark,7649,2081,27.2
Ravalli,6555,1784,27.2
Lake,3860,1050,27.2
Silver Bow,3790,1031,27.2
Lincoln,3380,919,27.2
Park,2209,601,27.2
Sanders,2182,593,27.2
Jefferson,1696,461,27.2
Carbon,1649,448,27.2
Madison,1573,428,27.2
Fergus,1458,396,27.2
Hill,1404,382,27.2
Stillwater,1315,357,27.1
Deer Lodge,1241,337,27.2
Custer,1215,330,27.2
Beaverhead,1108,301,27.2
Richland,1031,280,27.2
Big Horn,1024,278,27.1
Glacier,967,263,27.2
Dawson,911,247,27.1
Rosebud,895,243,27.2
Valley,866,235,27.1
Broadwater,860,234,27.2
Powell,806,219,27.2
Musselshell,761,207,27.2
Roosevelt,740,201,27.2
Teton,728,198,27.2
Mineral,720,195,27.1
Chouteau,669,182,27.2
Pondera,630,171,27.1
Blaine,599,163,27.2
Sweet Grass,582,158,27.1
Granite,578,157,27.2
Phillips,478,130,27.2
Toole,453,123,27.2
Sheridan,448,121,27.0
Liberty,284,77,27.1
Judith Basin,285,77,27.0
Fallon,266,72,27.1
Meagher,262,71,27.1
Wheatland,251,68,27.1
Powder River,243,66,27.2
Prairie,235,63,26.8
McCone,219,59,26.9
Daniels,173,47,27.2
Carter,146,39,26.7
Wibaux,141,38,27.0
Garfield,138,37,26.8
Treasure,131,35,26.7
Golden Valley,110,29,26.4
Petroleum,31,8,25.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,114629,31170,27.2
