BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Maricopa,47742,47742,100.0
Pima,10845,10845,100.0
Pinal,3958,3958,100.0
Yuma,2069,2069,100.0
Coconino,1899,1899,100.0
Yavapai,1658,1658,100.0
Mohave,1528,1528,100.0
Cochise,1124,1124,100.0
Navajo,1022,1022,100.0
Apache,737,737,100.0
Santa Cruz,471,471,100.0
Gila,403,403,100.0
Graham,381,381,100.0
La Paz,138,138,100.0
Greenlee,95,95,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,74070,74070,100.0
