BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Chittenden,1249,1249,100.0
Rutland,448,448,100.0
Windsor,444,444,100.0
Washington,437,437,100.0
Franklin,378,378,100.0
Windham,326,326,100.0
Bennington,296,296,100.0
Addison,247,247,100.0
Caledonia,229,229,100.0
Orleans,226,226,100.0
Orange,207,207,100.0
Lamoille,197,197,100.0
Grand Isle,64,64,100.0
Essex,59,59,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,4807,4807,100.0
