BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,4608,4608,100.0
DoÃƒÂ±a Ana,1522,1522,100.0
Sandoval,981,981,100.0
Santa Fe,808,808,100.0
San Juan,711,711,100.0
Valencia,516,516,100.0
Otero,474,474,100.0
Lea,444,444,100.0
McKinley,412,412,100.0
Eddy,399,399,100.0
Chaves,397,397,100.0
Curry,310,310,100.0
Rio Arriba,221,221,100.0
Taos,204,204,100.0
San Miguel,177,177,100.0
Cibola,173,173,100.0
Grant,172,172,100.0
Luna,164,164,100.0
Los Alamos,142,142,100.0
Torrance,135,135,100.0
Roosevelt,119,119,100.0
Lincoln,117,117,100.0
Socorro,109,109,100.0
Sierra,75,75,100.0
Colfax,72,72,100.0
Quay,62,62,100.0
Guadalupe,32,32,100.0
Mora,31,31,100.0
Union,23,23,100.0
Hidalgo,17,17,100.0
De Baca,15,15,100.0
Catron,14,14,100.0
Harding,3,3,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,13659,13659,100.0
