BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
St. Louis,208366,40294,19.3
Jackson,160934,31121,19.3
St. Louis City,78880,15254,19.3
Greene,64604,12493,19.3
St. Charles,64204,12415,19.3
Boone,35918,6945,19.3
Clay,34253,6623,19.3
Cole,28602,5531,19.3
Jefferson,20905,4042,19.3
Jasper,19639,3797,19.3
Platte,18354,3549,19.3
Buchanan,14960,2893,19.3
Cape Girardeau,14461,2796,19.3
Franklin,13300,2572,19.3
Cass,13140,2541,19.3
Taney,10831,2094,19.3
St. Francois,9129,1765,19.3
Christian,8629,1668,19.3
Pulaski,8245,1594,19.3
Newton,7291,1409,19.3
Johnson,7163,1385,19.3
Camden,7005,1354,19.3
Phelps,6310,1220,19.3
Butler,5970,1154,19.3
Pettis,4956,958,19.3
Callaway,4830,934,19.3
Lincoln,4729,914,19.3
Scott,4704,909,19.3
Howell,4561,882,19.3
Marion,4435,857,19.3
Laclede,3598,695,19.3
Lafayette,3439,665,19.3
Adair,3251,628,19.3
Barry,3181,615,19.3
Lawrence,3158,610,19.3
Stoddard,3005,581,19.3
Nodaway,2939,568,19.3
Webster,2905,561,19.3
Warren,2883,557,19.3
Perry,2861,553,19.3
Dunklin,2843,549,19.3
Randolph,2547,492,19.3
Audrain,2378,459,19.3
Miller,2352,454,19.3
Henry,2328,450,19.3
Polk,2316,447,19.3
Saline,2149,415,19.3
Vernon,2103,406,19.3
Stone,1999,386,19.3
Ste. Genevieve,1922,371,19.3
New Madrid,1910,369,19.3
Macon,1904,368,19.3
Livingston,1804,348,19.3
Texas,1792,346,19.3
Morgan,1760,340,19.3
Pike,1684,325,19.3
Crawford,1636,316,19.3
Bates,1461,282,19.3
McDonald,1433,277,19.3
Washington,1436,277,19.3
Mississippi,1393,269,19.3
Wright,1387,268,19.3
Gasconade,1373,265,19.3
Pemiscot,1373,265,19.3
Clinton,1368,264,19.3
Cooper,1348,260,19.3
Barton,1324,256,19.3
Ray,1314,254,19.3
Benton,1304,252,19.3
Madison,1210,233,19.3
Iron,1207,233,19.3
Linn,1205,233,19.3
Cedar,1095,211,19.3
Moniteau,1066,206,19.3
Dent,1059,204,19.3
Dallas,999,193,19.3
Osage,943,182,19.3
Andrew,931,180,19.3
Montgomery,920,177,19.2
DeKalb,892,172,19.3
Douglas,873,168,19.2
Carroll,835,161,19.3
Wayne,832,160,19.2
Harrison,745,144,19.3
Caldwell,740,143,19.3
Ripley,726,140,19.3
Grundy,705,136,19.3
Lewis,707,136,19.2
Howard,691,133,19.2
Chariton,671,129,19.2
Oregon,637,123,19.3
Bollinger,635,122,19.2
St. Clair,613,118,19.2
Monroe,604,116,19.2
Daviess,546,105,19.2
Dade,512,99,19.3
Ralls,505,97,19.2
Carter,483,93,19.3
Gentry,462,89,19.3
Atchison,428,82,19.2
Shelby,415,80,19.3
Sullivan,407,78,19.2
Clark,401,77,19.2
Maries,403,77,19.1
Ozark,379,73,19.3
Shannon,371,71,19.1
Hickory,344,66,19.2
Scotland,320,61,19.1
Reynolds,302,58,19.2
Putnam,301,58,19.3
Holt,281,54,19.2
Knox,279,53,19.0
Schuyler,241,46,19.1
Mercer,230,44,19.1
Worth,89,17,19.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,1001709,193657,19.3
