BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Essex,183958,27894,15.2
Middlesex,163798,24837,15.2
Bergen,125168,18979,15.2
Monmouth,117293,17785,15.2
Hudson,113958,17279,15.2
Passaic,108710,16484,15.2
Camden,107431,16290,15.2
Union,107352,16278,15.2
Burlington,104827,15895,15.2
Ocean,94932,14394,15.2
Mercer,79061,11988,15.2
Gloucester,75409,11434,15.2
Morris,71795,10886,15.2
Atlantic,57769,8759,15.2
Somerset,57581,8731,15.2
Cumberland,40926,6205,15.2
Sussex,24229,3673,15.2
Hunterdon,21516,3262,15.2
Warren,20409,3094,15.2
Cape May,18836,2856,15.2
Salem,15805,2396,15.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,1710763,259399,15.2
