BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Oklahoma,212788,40403,19.0
Tulsa,138463,26290,19.0
Cleveland,37605,7140,19.0
Comanche,18869,3582,19.0
Canadian,16763,3182,19.0
Payne,14351,2724,19.0
Pottawatomie,11528,2188,19.0
Muskogee,11077,2103,19.0
Carter,9757,1852,19.0
Rogers,9698,1841,19.0
Washington,9662,1834,19.0
Garfield,9382,1781,19.0
Cherokee,8461,1606,19.0
Pontotoc,8285,1573,19.0
Creek,7163,1360,19.0
Bryan,6900,1310,19.0
Kay,6743,1280,19.0
Pittsburg,6292,1194,19.0
Grady,5707,1083,19.0
Stephens,5193,986,19.0
McClain,5090,966,19.0
Custer,5000,949,19.0
Le Flore,4838,918,19.0
Beckham,4771,905,19.0
Jackson,4605,874,19.0
Mayes,4408,836,19.0
Garvin,4390,833,19.0
Okmulgee,4268,810,19.0
Wagoner,4249,806,19.0
Ottawa,4249,806,19.0
Woodward,4166,791,19.0
McCurtain,3748,711,19.0
Caddo,3492,663,19.0
Logan,3406,646,19.0
Sequoyah,2959,561,19.0
Delaware,2942,558,19.0
Kingfisher,2933,556,19.0
Lincoln,2867,544,19.0
Seminole,2866,544,19.0
Osage,2780,527,19.0
Love,2421,459,19.0
Texas,2403,456,19.0
Craig,1956,371,19.0
McIntosh,1906,361,18.9
Murray,1754,333,19.0
Pawnee,1641,311,19.0
Atoka,1600,303,18.9
Choctaw,1497,284,19.0
Marshall,1496,284,19.0
Woods,1368,259,18.9
Adair,1243,236,19.0
Hughes,1186,225,19.0
Noble,1077,204,18.9
Blaine,1056,200,18.9
Johnston,1046,198,18.9
Okfuskee,949,180,19.0
Haskell,928,176,19.0
Washita,871,165,18.9
Latimer,866,164,18.9
Pushmataha,844,160,19.0
Major,696,132,19.0
Dewey,694,131,18.9
Kiowa,684,129,18.9
Tillman,655,124,18.9
Alfalfa,637,120,18.8
Nowata,613,116,18.9
Beaver,510,96,18.8
Grant,449,85,18.9
Coal,441,83,18.8
Jefferson,418,79,18.9
Cotton,405,76,18.8
Harper,396,75,18.9
Greer,274,52,19.0
Ellis,264,50,18.9
Roger Mills,254,48,18.9
Cimarron,187,35,18.7
Harmon,117,22,18.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,668516,126898,19.0
