BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Marion,250974,30166,12.0
Lake,147283,17703,12.0
Allen,102716,12346,12.0
St. Joseph,70655,8492,12.0
Hamilton,67244,8082,12.0
Elkhart,50857,6112,12.0
Vanderburgh,48300,5805,12.0
Porter,43168,5188,12.0
Madison,42607,5121,12.0
Tippecanoe,41508,4989,12.0
Hendricks,40321,4846,12.0
Johnson,40023,4810,12.0
Clark,36504,4387,12.0
LaPorte,35289,4241,12.0
Monroe,32572,3915,12.0
Delaware,32313,3883,12.0
Vigo,30633,3682,12.0
Bartholomew,22395,2691,12.0
Morgan,21814,2622,12.0
Howard,20297,2439,12.0
Hancock,19924,2394,12.0
Kosciusko,19481,2341,12.0
Grant,19325,2322,12.0
Floyd,18045,2168,12.0
Wayne,17807,2140,12.0
Warrick,15000,1802,12.0
Henry,14375,1727,12.0
Jackson,14356,1725,12.0
Boone,13713,1648,12.0
Shelby,13589,1633,12.0
Dearborn,13120,1577,12.0
Marshall,12594,1513,12.0
Noble,12112,1455,12.0
Lawrence,11930,1433,12.0
Harrison,11667,1402,12.0
Putnam,11136,1338,12.0
Cass,11109,1335,12.0
Miami,10961,1317,12.0
Knox,10791,1297,12.0
Steuben,10681,1283,12.0
Montgomery,10479,1259,12.0
DeKalb,10046,1207,12.0
Dubois,9796,1177,12.0
Greene,9681,1163,12.0
Huntington,9397,1129,12.0
LaGrange,8932,1073,12.0
Gibson,8747,1051,12.0
Jennings,8614,1035,12.0
Adams,8604,1034,12.0
Jasper,8595,1033,12.0
Clinton,8586,1032,12.0
Jefferson,8194,984,12.0
Daviess,8002,961,12.0
Wabash,7718,927,12.0
Scott,7701,925,12.0
Fayette,7678,922,12.0
Washington,7657,920,12.0
Clay,7559,908,12.0
Whitley,7536,905,12.0
Ripley,7460,896,12.0
Starke,7011,842,12.0
Posey,6871,825,12.0
Wells,6846,822,12.0
Randolph,6713,806,12.0
Sullivan,6630,796,12.0
White,6595,792,12.0
Decatur,6585,791,12.0
Owen,6242,750,12.0
Franklin,6203,745,12.0
Orange,5961,716,12.0
Jay,5729,688,12.0
Carroll,5520,663,12.0
Fulton,5492,660,12.0
Perry,5201,625,12.0
Spencer,5166,620,12.0
Parke,4904,589,12.0
Rush,4637,557,12.0
Fountain,4297,516,12.0
Newton,4260,512,12.0
Tipton,4092,491,12.0
Vermillion,4069,489,12.0
Brown,3819,459,12.0
Pulaski,3500,420,12.0
Pike,3404,409,12.0
Crawford,3405,409,12.0
Switzerland,3246,390,12.0
Blackford,3222,387,12.0
Martin,2949,354,12.0
Benton,2413,290,12.0
Warren,2133,256,12.0
Union,1925,231,12.0
Ohio,1524,183,12.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,1780735,213994,12.0
