BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Douglas,4562,4562,100.0
Lancaster,2391,2391,100.0
Sarpy,1432,1432,100.0
Hall,456,456,100.0
Buffalo,364,364,100.0
Dodge,359,359,100.0
Adams,268,268,100.0
Lincoln,263,263,100.0
Madison,258,258,100.0
Platte,258,258,100.0
Scotts Bluff,253,253,100.0
Cass,226,226,100.0
Washington,180,180,100.0
Saunders,171,171,100.0
Gage,163,163,100.0
Dakota,158,158,100.0
Dawson,153,153,100.0
Saline,130,130,100.0
Seward,126,126,100.0
Otoe,123,123,100.0
York,103,103,100.0
Holt,90,90,100.0
Cheyenne,82,82,100.0
Box Butte,81,81,100.0
Phelps,78,78,100.0
Wayne,74,74,100.0
Merrick,74,74,100.0
Red Willow,70,70,100.0
Hamilton,70,70,100.0
Keith,69,69,100.0
Custer,68,68,100.0
Cuming,67,67,100.0
Richardson,67,67,100.0
Colfax,66,66,100.0
Knox,65,65,100.0
Dawes,60,60,100.0
Cedar,55,55,100.0
Jefferson,55,55,100.0
Kearney,55,55,100.0
Butler,54,54,100.0
Burt,54,54,100.0
Pierce,52,52,100.0
Dixon,51,51,100.0
Antelope,50,50,100.0
Thayer,48,48,100.0
Clay,48,48,100.0
Thurston,48,48,100.0
Nemaha,45,45,100.0
Sheridan,42,42,100.0
Nuckolls,42,42,100.0
Fillmore,42,42,100.0
Johnson,41,41,100.0
Howard,40,40,100.0
Sherman,40,40,100.0
Boone,38,38,100.0
Polk,38,38,100.0
Morrill,37,37,100.0
Furnas,36,36,100.0
Valley,33,33,100.0
Cherry,32,32,100.0
Nance,30,30,100.0
Chase,28,28,100.0
Stanton,28,28,100.0
Kimball,27,27,100.0
Webster,26,26,100.0
Hitchcock,25,25,100.0
Pawnee,24,24,100.0
Franklin,22,22,100.0
Brown,22,22,100.0
Harlan,21,21,100.0
Perkins,20,20,100.0
Garfield,20,20,100.0
Greeley,19,19,100.0
Garden,18,18,100.0
Boyd,17,17,100.0
Frontier,16,16,100.0
Gosper,13,13,100.0
Deuel,13,13,100.0
Dundy,12,12,100.0
Sioux,10,10,100.0
Logan,7,7,100.0
Rock,7,7,100.0
Hayes,7,7,100.0
Grant,6,6,100.0
Wheeler,6,6,100.0
Banner,6,6,100.0
Keya Paha,6,6,100.0
Hooker,5,5,100.0
Thomas,5,5,100.0
Loup,5,5,100.0
Blaine,4,4,100.0
McPherson,3,3,100.0
Arthur,3,3,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,15035,15035,100.0
