BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cook,58306,58306,100.0
DuPage,9284,9284,100.0
Will,7080,7080,100.0
Lake,6881,6881,100.0
Kane,5395,5395,100.0
McHenry,2941,2941,100.0
Winnebago,2783,2783,100.0
Champaign,2761,2761,100.0
St. Clair,2677,2677,100.0
Madison,2633,2633,100.0
McLean,2135,2135,100.0
Sangamon,1957,1957,100.0
Peoria,1877,1877,100.0
Kendall,1416,1416,100.0
Rock Island,1362,1362,100.0
DeKalb,1305,1305,100.0
Tazewell,1236,1236,100.0
Kankakee,1143,1143,100.0
Macon,1032,1032,100.0
LaSalle,980,980,100.0
Jackson,725,725,100.0
Vermilion,693,693,100.0
Williamson,624,624,100.0
Coles,611,611,100.0
Adams,609,609,100.0
Grundy,524,524,100.0
Boone,520,520,100.0
Whiteside,491,491,100.0
Ogle,468,468,100.0
Knox,447,447,100.0
Henry,431,431,100.0
Macoupin,408,408,100.0
Stephenson,379,379,100.0
McDonough,376,376,100.0
Woodford,357,357,100.0
Franklin,355,355,100.0
Marion,341,341,100.0
Clinton,336,336,100.0
Jefferson,330,330,100.0
Morgan,321,321,100.0
Effingham,315,315,100.0
Monroe,311,311,100.0
Livingston,310,310,100.0
Logan,303,303,100.0
Fulton,286,286,100.0
Christian,285,285,100.0
Bureau,285,285,100.0
Lee,279,279,100.0
Randolph,256,256,100.0
Iroquois,237,237,100.0
Montgomery,226,226,100.0
Saline,214,214,100.0
Jersey,207,207,100.0
Douglas,188,188,100.0
Shelby,185,185,100.0
Fayette,180,180,100.0
Warren,179,179,100.0
Perry,165,165,100.0
Crawford,159,159,100.0
Jo Daviess,158,158,100.0
Bond,153,153,100.0
Edgar,151,151,100.0
Union,148,148,100.0
Piatt,145,145,100.0
Hancock,144,144,100.0
De Witt,142,142,100.0
Wayne,140,140,100.0
Clark,140,140,100.0
Pike,135,135,100.0
Richland,134,134,100.0
Moultrie,134,134,100.0
Mercer,131,131,100.0
Massac,126,126,100.0
Lawrence,126,126,100.0
Washington,123,123,100.0
White,120,120,100.0
Ford,119,119,100.0
Mason,118,118,100.0
Clay,117,117,100.0
Cass,116,116,100.0
Greene,115,115,100.0
Carroll,112,112,100.0
Menard,108,108,100.0
Wabash,100,100,100.0
Marshall,96,96,100.0
Cumberland,94,94,100.0
Johnson,90,90,100.0
Jasper,82,82,100.0
Hamilton,66,66,100.0
Edwards,54,54,100.0
Schuyler,54,54,100.0
Henderson,52,52,100.0
Alexander,50,50,100.0
Pulaski,45,45,100.0
Stark,45,45,100.0
Putnam,45,45,100.0
Brown,45,45,100.0
Scott,44,44,100.0
Gallatin,43,43,100.0
Calhoun,37,37,100.0
Hardin,33,33,100.0
Pope,24,24,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,133354,133354,100.0
