BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cass,2545,2545,100.0
Burleigh,1132,1132,100.0
Grand Forks,990,990,100.0
Ward,886,886,100.0
Williams,432,432,100.0
Stark,383,383,100.0
Morton,373,373,100.0
Stutsman,230,230,100.0
Richland,183,183,100.0
Rolette,165,165,100.0
McKenzie,150,150,100.0
Ramsey,120,120,100.0
Mountrail,120,120,100.0
Barnes,112,112,100.0
Walsh,101,101,100.0
McLean,87,87,100.0
Traill,83,83,100.0
Mercer,77,77,100.0
Benson,71,71,100.0
Pembina,61,61,100.0
Bottineau,59,59,100.0
McHenry,56,56,100.0
Sioux,55,55,100.0
Dickey,52,52,100.0
Ransom,50,50,100.0
Dunn,45,45,100.0
Pierce,39,39,100.0
LaMoure,36,36,100.0
Sargent,35,35,100.0
Foster,34,34,100.0
Bowman,33,33,100.0
Wells,31,31,100.0
Cavalier,30,30,100.0
Hettinger,29,29,100.0
Emmons,26,26,100.0
Eddy,24,24,100.0
Nelson,23,23,100.0
Adams,22,22,100.0
Divide,22,22,100.0
Renville,21,21,100.0
Griggs,21,21,100.0
Burke,20,20,100.0
Golden Valley,19,19,100.0
Grant,19,19,100.0
Kidder,19,19,100.0
McIntosh,19,19,100.0
Oliver,17,17,100.0
Logan,15,15,100.0
Towner,14,14,100.0
Steele,14,14,100.0
Sheridan,9,9,100.0
Billings,7,7,100.0
Slope,5,5,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,9221,9221,100.0
