BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Salt Lake,15875,15875,100.0
Utah,9250,9250,100.0
Davis,4676,4676,100.0
Weber,3382,3382,100.0
Cache,1932,1932,100.0
Washington,1925,1925,100.0
Tooele,927,927,100.0
Iron,724,724,100.0
Box Elder,651,651,100.0
Summit,476,476,100.0
Uintah,473,473,100.0
Wasatch,396,396,100.0
Sanpete,387,387,100.0
Duchesne,250,250,100.0
Sevier,246,246,100.0
Carbon,245,245,100.0
San Juan,183,183,100.0
Juab,147,147,100.0
Morgan,142,142,100.0
Millard,137,137,100.0
Grand,121,121,100.0
Emery,114,114,100.0
Kane,75,75,100.0
Beaver,74,74,100.0
Garfield,53,53,100.0
Rich,32,32,100.0
Wayne,26,26,100.0
Piute,15,15,100.0
Daggett,5,5,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,42939,42939,100.0
