BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Laramie,6176,3057,49.5
Natrona,4752,2352,49.5
Fremont,2843,1407,49.5
Park,2601,1287,49.5
Sheridan,2395,1185,49.5
Sweetwater,1743,862,49.5
Albany,1658,820,49.5
Campbell,1411,698,49.5
Goshen,1298,642,49.5
Teton,1131,559,49.4
Lincoln,1129,558,49.4
Big Horn,1080,534,49.4
Carbon,1003,496,49.5
Uinta,931,460,49.4
Converse,898,444,49.4
Platte,877,434,49.5
Johnson,791,391,49.4
Washakie,711,352,49.5
Sublette,676,334,49.4
Weston,602,298,49.5
Crook,557,275,49.4
Hot Springs,468,231,49.4
Niobrara,291,144,49.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,36022,17820,49.5
