BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cumberland,2222,2222,100.0
York,1618,1618,100.0
Penobscot,1300,1300,100.0
Kennebec,936,936,100.0
Androscoggin,905,905,100.0
Aroostook,566,566,100.0
Oxford,457,457,100.0
Hancock,442,442,100.0
Somerset,403,403,100.0
Waldo,319,319,100.0
Knox,312,312,100.0
Washington,282,282,100.0
Lincoln,272,272,100.0
Franklin,232,232,100.0
Sagadahoc,227,227,100.0
Piscataquis,143,143,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,10636,10636,100.0
