BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Hennepin,195886,29977,15.3
Ramsey,108831,16654,15.3
Dakota,87851,13444,15.3
Anoka,79593,12180,15.3
Washington,47138,7213,15.3
St. Louis,39599,6059,15.3
Stearns,29687,4543,15.3
Scott,29069,4448,15.3
Wright,28947,4429,15.3
Olmsted,27451,4200,15.3
Sherburne,21165,3238,15.3
Carver,17441,2669,15.3
Blue Earth,16963,2595,15.3
Crow Wing,12372,1893,15.3
Otter Tail,12242,1873,15.3
Rice,12120,1854,15.3
Winona,11594,1774,15.3
Clay,11288,1727,15.3
Chisago,10716,1639,15.3
Beltrami,10522,1610,15.3
Goodhue,10409,1592,15.3
Itasca,10201,1561,15.3
Isanti,9412,1440,15.3
Mower,8628,1320,15.3
Carlton,8434,1290,15.3
Benton,8175,1251,15.3
Pine,7807,1194,15.3
Douglas,7779,1190,15.3
Steele,7600,1163,15.3
Kandiyohi,7592,1161,15.3
McLeod,7326,1121,15.3
Polk,6956,1064,15.3
Morrison,6702,1025,15.3
Becker,6561,1004,15.3
Mille Lacs,6473,990,15.3
Nicollet,6355,972,15.3
Freeborn,6273,959,15.3
Le Sueur,6023,921,15.3
Cass,5873,898,15.3
Lyon,5746,879,15.3
Brown,5425,830,15.3
Wabasha,5392,825,15.3
Todd,5342,817,15.3
Meeker,4939,755,15.3
Dodge,4810,736,15.3
Nobles,4645,710,15.3
Hubbard,3868,591,15.3
Martin,3859,590,15.3
Houston,3632,555,15.3
Fillmore,3544,542,15.3
Waseca,3508,536,15.3
Roseau,3356,513,15.3
Pennington,3356,513,15.3
Kanabec,3344,511,15.3
Sibley,3327,509,15.3
Wadena,3087,472,15.3
Renville,3050,466,15.3
Aitkin,2991,457,15.3
Redwood,2969,454,15.3
Faribault,2817,431,15.3
Koochiching,2573,393,15.3
Chippewa,2471,378,15.3
Watonwan,2350,359,15.3
Jackson,2225,340,15.3
Yellow Medicine,2214,338,15.3
Cottonwood,2165,331,15.3
Swift,2115,323,15.3
Lake,2071,316,15.3
Clearwater,2063,315,15.3
Rock,2036,311,15.3
Stevens,1957,299,15.3
Marshall,1933,295,15.3
Pope,1857,284,15.3
Murray,1762,269,15.3
Pipestone,1693,259,15.3
Wilkin,1426,218,15.3
Norman,1360,208,15.3
Mahnomen,1338,204,15.2
Lac qui Parle,1280,195,15.2
Grant,1214,185,15.2
Lincoln,1166,178,15.3
Big Stone,1099,168,15.3
Cook,1076,164,15.2
Kittson,879,134,15.2
Lake of the Woods,807,123,15.2
Red Lake,800,122,15.2
Traverse,710,108,15.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,1082701,165644,15.3
