BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,49031,29519,60.2
DoÃƒÂ±a Ana,11319,6814,60.2
Santa Fe,6903,4155,60.2
San Juan,6066,3652,60.2
Sandoval,4394,2645,60.2
McKinley,4286,2580,60.2
Chaves,3281,1975,60.2
Otero,2591,1559,60.2
Valencia,2537,1527,60.2
Lea,2344,1411,60.2
Eddy,2306,1388,60.2
Curry,2235,1345,60.2
Cibola,1566,942,60.2
Rio Arriba,1370,824,60.1
Taos,1173,706,60.2
San Miguel,1165,701,60.2
Grant,792,476,60.1
Los Alamos,774,465,60.1
Luna,655,394,60.2
Lincoln,575,346,60.2
Colfax,464,279,60.1
Socorro,446,268,60.1
Roosevelt,414,249,60.1
Sierra,339,204,60.2
Quay,258,155,60.1
Torrance,118,71,60.2
Guadalupe,115,69,60.0
Union,100,60,60.0
Mora,54,32,59.3
Hidalgo,33,19,57.6
Catron,8,4,50.0
De Baca,6,3,50.0
Harding,1,0,0.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,107719,64837,60.2
