BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Los Angeles,758833,275908,36.4
San Diego,261738,95166,36.4
Orange,257618,93668,36.4
Riverside,193685,70423,36.4
San Bernardino,147810,53743,36.4
Santa Clara,141994,51628,36.4
Alameda,131979,47987,36.4
Sacramento,123276,44822,36.4
Contra Costa,103232,37534,36.4
San Francisco,73974,26896,36.4
Ventura,73778,26825,36.4
Fresno,68692,24976,36.4
San Mateo,67858,24672,36.4
Sonoma,58048,21106,36.4
Kern,57162,20783,36.4
San Joaquin,54930,19972,36.4
Placer,42097,15306,36.4
Solano,41051,14925,36.4
Stanislaus,40856,14855,36.4
Santa Barbara,36297,13197,36.4
Monterey,33366,12131,36.4
Marin,32829,11936,36.4
San Luis Obispo,32463,11803,36.4
Tulare,30356,11037,36.4
Santa Cruz,27359,9947,36.4
El Dorado,23843,8669,36.4
Butte,23712,8621,36.4
Shasta,21397,7779,36.4
Merced,17412,6330,36.4
Nevada,16234,5902,36.4
Yolo,15404,5600,36.4
Humboldt,14795,5379,36.4
Napa,14738,5358,36.4
Madera,12996,4725,36.4
Imperial,12818,4660,36.4
Mendocino,11991,4359,36.4
Lake,8902,3236,36.4
Kings,8748,3180,36.4
Tuolumne,8164,2968,36.4
Sutter,7966,2896,36.4
Calaveras,7547,2744,36.4
Tehama,7053,2564,36.4
Siskiyou,6725,2445,36.4
Amador,6318,2297,36.4
Yuba,5886,2140,36.4
San Benito,4527,1646,36.4
Plumas,3221,1171,36.4
Del Norte,2870,1043,36.3
Mariposa,2793,1015,36.3
Lassen,2662,967,36.3
Glenn,2507,911,36.3
Inyo,2305,838,36.4
Trinity,2067,751,36.3
Colusa,1870,679,36.3
Modoc,1378,501,36.4
Mono,1370,498,36.4
Sierra,541,196,36.2
Alpine,230,83,36.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,3172271,1153397,36.4
