BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cass,11676,4771,40.9
Burleigh,8190,3347,40.9
Grand Forks,4929,2014,40.9
Ward,4470,1826,40.9
Morton,2733,1116,40.8
Stutsman,2108,861,40.8
Stark,2013,822,40.8
Williams,1727,705,40.8
Richland,1441,588,40.8
McLean,1285,525,40.9
Barnes,1245,508,40.8
Ramsey,1184,483,40.8
Walsh,1124,459,40.8
Rolette,1009,412,40.8
Bottineau,850,347,40.8
Mercer,850,347,40.8
Pembina,821,335,40.8
Traill,769,314,40.8
Mountrail,722,295,40.9
McKenzie,684,279,40.8
McHenry,631,257,40.7
Ransom,572,233,40.7
Benson,554,226,40.8
Cavalier,510,208,40.8
Wells,508,207,40.7
LaMoure,498,203,40.8
Sargent,496,202,40.7
Emmons,486,198,40.7
Pierce,484,197,40.7
Dickey,478,195,40.8
Dunn,399,163,40.9
Nelson,397,162,40.8
Griggs,374,152,40.6
Divide,341,139,40.8
Foster,340,138,40.6
Grant,334,136,40.7
Bowman,320,130,40.6
McIntosh,318,129,40.6
Hettinger,308,125,40.6
Adams,295,120,40.7
Oliver,277,113,40.8
Eddy,268,109,40.7
Kidder,255,104,40.8
Logan,244,99,40.6
Steele,239,97,40.6
Towner,233,95,40.8
Renville,226,92,40.7
Golden Valley,224,91,40.6
Sioux,207,84,40.6
Burke,205,83,40.5
Sheridan,194,79,40.7
Slope,98,40,40.8
Billings,96,39,40.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,61239,24999,40.8
