BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Ada,32340,19707,60.9
Bonneville,8259,5032,60.9
Canyon,7967,4854,60.9
Kootenai,7209,4393,60.9
Bannock,4991,3041,60.9
Twin Falls,4039,2461,60.9
Nez Perce,2621,1597,60.9
Bonner,1955,1191,60.9
Madison,1796,1094,60.9
Bingham,1621,987,60.9
Latah,1506,917,60.9
Cassia,1020,621,60.9
Jefferson,893,544,60.9
Elmore,884,538,60.9
Payette,771,469,60.8
Blaine,734,447,60.9
Jerome,703,428,60.9
Gem,687,418,60.8
Idaho,650,396,60.9
Gooding,533,324,60.8
Minidoka,429,261,60.8
Shoshone,339,206,60.8
Teton,332,202,60.8
Clearwater,320,195,60.9
Boundary,319,194,60.8
Valley,288,175,60.8
Franklin,271,165,60.9
Lemhi,270,164,60.7
Fremont,219,133,60.7
Washington,218,132,60.6
Benewah,195,118,60.5
Owyhee,186,113,60.8
Caribou,154,93,60.4
Power,140,85,60.7
Custer,126,76,60.3
Bear Lake,109,66,60.6
Boise,99,60,60.6
Lincoln,80,48,60.0
Butte,58,35,60.3
Oneida,51,31,60.8
Lewis,45,27,60.0
Adams,15,9,60.0
Clark,8,4,50.0
Camas,7,4,57.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,85457,52055,60.9
