BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Los Angeles,110913,110913,100.0
San Diego,35498,35498,100.0
Orange,32774,32774,100.0
Riverside,25111,25111,100.0
San Bernardino,23364,23364,100.0
Santa Clara,20214,20214,100.0
Alameda,18476,18476,100.0
Sacramento,16232,16232,100.0
Contra Costa,11287,11287,100.0
Fresno,10540,10540,100.0
San Francisco,10475,10475,100.0
Kern,9222,9222,100.0
Ventura,8412,8412,100.0
San Joaquin,7731,7731,100.0
San Mateo,7676,7676,100.0
Stanislaus,5672,5672,100.0
Tulare,4915,4915,100.0
Santa Barbara,4871,4871,100.0
Sonoma,4703,4703,100.0
Monterey,4405,4405,100.0
Solano,4377,4377,100.0
Placer,3489,3489,100.0
Santa Cruz,2948,2948,100.0
Merced,2909,2909,100.0
Yolo,2810,2810,100.0
San Luis Obispo,2758,2758,100.0
Butte,2354,2354,100.0
Marin,1995,1995,100.0
Imperial,1764,1764,100.0
Madera,1689,1689,100.0
Shasta,1596,1596,100.0
El Dorado,1538,1538,100.0
Kings,1472,1472,100.0
Humboldt,1441,1441,100.0
Napa,1320,1320,100.0
Sutter,955,955,100.0
Yuba,786,786,100.0
Mendocino,744,744,100.0
Nevada,742,742,100.0
San Benito,619,619,100.0
Tehama,558,558,100.0
Lake,514,514,100.0
Tuolumne,388,388,100.0
Siskiyou,324,324,100.0
Calaveras,317,317,100.0
Glenn,268,268,100.0
Amador,242,242,100.0
Del Norte,224,224,100.0
Colusa,204,204,100.0
Lassen,175,175,100.0
Inyo,145,145,100.0
Mono,144,144,100.0
Plumas,133,133,100.0
Mariposa,120,120,100.0
Trinity,89,89,100.0
Modoc,66,66,100.0
Sierra,16,16,100.0
Alpine,8,8,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,414732,414732,100.0
