BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cass,42874,5766,13.4
Burleigh,22616,3041,13.4
Grand Forks,18250,2454,13.4
Ward,17478,2350,13.4
Williams,9053,1217,13.4
Stark,7636,1027,13.4
Morton,7342,987,13.4
Stutsman,5004,673,13.4
Rolette,4666,627,13.4
Richland,3835,515,13.4
McKenzie,3400,457,13.4
Ramsey,3041,409,13.4
Mountrail,2846,382,13.4
Walsh,2572,345,13.4
Barnes,2358,317,13.4
Mercer,2113,284,13.4
McLean,2085,280,13.4
Traill,1933,259,13.4
Benson,1917,257,13.4
Pembina,1731,232,13.4
McHenry,1606,216,13.4
Sioux,1379,185,13.4
Bottineau,1296,174,13.4
Ransom,1197,160,13.4
Dickey,1133,152,13.4
Pierce,1074,144,13.4
Dunn,1039,139,13.4
Wells,922,124,13.4
Sargent,916,123,13.4
LaMoure,908,122,13.4
Cavalier,786,105,13.4
Foster,748,100,13.4
Emmons,743,99,13.3
Nelson,708,95,13.4
Kidder,650,87,13.4
Bowman,596,80,13.4
Renville,570,76,13.3
Towner,544,73,13.4
McIntosh,542,72,13.3
Grant,539,72,13.4
Eddy,540,72,13.3
Adams,526,70,13.3
Burke,515,69,13.4
Hettinger,510,68,13.3
Divide,494,66,13.4
Oliver,466,62,13.3
Steele,449,60,13.4
Griggs,435,58,13.3
Golden Valley,414,55,13.3
Logan,387,52,13.4
Sheridan,336,45,13.4
Billings,201,27,13.4
Slope,159,21,13.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,186078,25002,13.4
