BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Denver,48189,28337,58.8
Arapahoe,36791,21634,58.8
El Paso,33569,19740,58.8
Jefferson,24416,14357,58.8
Boulder,19318,11359,58.8
Adams,19298,11348,58.8
Larimer,16983,9986,58.8
Douglas,11925,7012,58.8
Mesa,10351,6086,58.8
Weld,9934,5841,58.8
Pueblo,9901,5822,58.8
Broomfield,3040,1787,58.8
La Plata,2592,1524,58.8
Garfield,2552,1500,58.8
Eagle,2213,1301,58.8
Montrose,2050,1205,58.8
Fremont,1672,983,58.8
Summit,1174,690,58.8
Montezuma,1148,675,58.8
Morgan,1108,651,58.8
Logan,890,523,58.8
Otero,787,462,58.7
Routt,765,449,58.7
Alamosa,732,430,58.7
Delta,692,406,58.7
Chaffee,526,309,58.7
Teller,500,294,58.8
Las Animas,488,286,58.6
Rio Grande,434,255,58.8
Gunnison,423,248,58.6
Moffat,370,217,58.6
Elbert,365,214,58.6
Pitkin,356,209,58.7
Archuleta,335,196,58.5
Prowers,308,181,58.8
Conejos,219,128,58.4
Yuma,217,127,58.5
Kit Carson,210,123,58.6
Park,207,121,58.5
Rio Blanco,178,104,58.4
Grand,170,99,58.2
Huerfano,141,82,58.2
Lake,140,82,58.6
Clear Creek,131,77,58.8
San Miguel,116,68,58.6
Lincoln,106,62,58.5
Bent,90,52,57.8
Crowley,72,42,58.3
Phillips,66,38,57.6
Costilla,48,28,58.3
Custer,41,24,58.5
Saguache,37,21,56.8
Baca,37,21,56.8
Sedgwick,35,20,57.1
Ouray,30,17,56.7
Washington,24,14,58.3
Kiowa,20,11,55.0
Cheyenne,17,9,52.9
Gilpin,13,7,53.8
Dolores,10,5,50.0
Jackson,3,1,33.3
San Juan,1,0,0.0
Mineral,1,0,0.0
Hinsdale,1,0,0.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,268576,157900,58.8
