BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cuyahoga,13587,13587,100.0
Hamilton,9790,9790,100.0
Franklin,7854,7854,100.0
Montgomery,5749,5749,100.0
Summit,5668,5668,100.0
Lucas,3785,3785,100.0
Stark,3705,3705,100.0
Mahoning,3345,3345,100.0
Butler,3168,3168,100.0
Lorain,2458,2458,100.0
Warren,2072,2072,100.0
Trumbull,2006,2006,100.0
Lake,1925,1925,100.0
Clark,1628,1628,100.0
Medina,1565,1565,100.0
Fairfield,1436,1436,100.0
Greene,1360,1360,100.0
Delaware,1308,1308,100.0
Allen,1302,1302,100.0
Wayne,1263,1263,100.0
Wood,1261,1261,100.0
Richland,1232,1232,100.0
Hancock,1232,1232,100.0
Erie,1202,1202,100.0
Ashtabula,1158,1158,100.0
Portage,1139,1139,100.0
Geauga,1119,1119,100.0
Licking,1049,1049,100.0
Scioto,992,992,100.0
Tuscarawas,991,991,100.0
Columbiana,966,966,100.0
Clermont,952,952,100.0
Muskingum,866,866,100.0
Miami,819,819,100.0
Sandusky,808,808,100.0
Belmont,779,779,100.0
Marion,759,759,100.0
Darke,713,713,100.0
Auglaize,695,695,100.0
Ashland,641,641,100.0
Knox,608,608,100.0
Washington,574,574,100.0
Jefferson,569,569,100.0
Ross,542,542,100.0
Seneca,529,529,100.0
Huron,500,500,100.0
Mercer,483,483,100.0
Putnam,478,478,100.0
Holmes,477,477,100.0
Crawford,445,445,100.0
Lawrence,440,440,100.0
Athens,407,407,100.0
Madison,393,393,100.0
Defiance,376,376,100.0
Union,358,358,100.0
Ottawa,351,351,100.0
Jackson,345,345,100.0
Shelby,340,340,100.0
Guernsey,335,335,100.0
Logan,327,327,100.0
Fayette,317,317,100.0
Highland,306,306,100.0
Williams,306,306,100.0
Van Wert,302,302,100.0
Fulton,300,300,100.0
Gallia,296,296,100.0
Pickaway,295,295,100.0
Preble,288,288,100.0
Clinton,265,265,100.0
Champaign,265,265,100.0
Paulding,264,264,100.0
Wyandot,263,263,100.0
Brown,257,257,100.0
Coshocton,217,217,100.0
Pike,215,215,100.0
Adams,186,186,100.0
Henry,182,182,100.0
Harrison,180,180,100.0
Hocking,176,176,100.0
Morgan,161,161,100.0
Monroe,159,159,100.0
Hardin,158,158,100.0
Perry,158,158,100.0
Morrow,146,146,100.0
Meigs,134,134,100.0
Carroll,128,128,100.0
Noble,83,83,100.0
Vinton,66,66,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,109297,109297,100.0
