BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Montgomery,93119,44269,47.5
Baltimore City,76788,36505,47.5
Baltimore,64577,30700,47.5
Prince George's,28886,13732,47.5
Anne Arundel,27469,13058,47.5
Howard,14738,7006,47.5
Frederick,11766,5593,47.5
Harford,9705,4613,47.5
Washington,9056,4305,47.5
Carroll,8080,3841,47.5
Wicomico,5846,2779,47.5
Charles,5680,2700,47.5
Cecil,4650,2210,47.5
St. Mary's,4175,1984,47.5
Allegany,3998,1900,47.5
Calvert,3222,1531,47.5
Talbot,2513,1194,47.5
Worcester,2140,1017,47.5
Garrett,1483,705,47.5
Dorchester,1431,680,47.5
Kent,1246,592,47.5
Somerset,1128,536,47.5
Queen Anne's,838,398,47.5
Caroline,713,338,47.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,383247,182186,47.5
