BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Harris,273540,166139,60.7
Dallas,185577,112713,60.7
Bexar,129655,78748,60.7
Tarrant,106441,64648,60.7
Travis,71269,43286,60.7
Hidalgo,58693,35648,60.7
El Paso,46647,28331,60.7
Collin,42042,25535,60.7
Cameron,32570,19782,60.7
Fort Bend,29598,17976,60.7
Nueces,27838,16907,60.7
Bell,25187,15297,60.7
Denton,25094,15241,60.7
Montgomery,24196,14695,60.7
Smith,20833,12653,60.7
Lubbock,20124,12222,60.7
Williamson,16220,9851,60.7
Jefferson,16158,9813,60.7
McLennan,13901,8443,60.7
Brazoria,13531,8218,60.7
Webb,12862,7811,60.7
Potter,12616,7662,60.7
Taylor,10587,6430,60.7
Gregg,10562,6415,60.7
Wichita,9749,5921,60.7
Grayson,9640,5855,60.7
Brazos,9555,5803,60.7
Midland,8527,5179,60.7
Galveston,8243,5006,60.7
Bowie,7199,4372,60.7
Tom Green,6777,4116,60.7
Comal,6232,3785,60.7
Angelina,5912,3590,60.7
Starr,5900,3583,60.7
Victoria,5842,3548,60.7
Hays,5544,3367,60.7
Ector,5307,3223,60.7
Johnson,5176,3143,60.7
Hunt,4713,2862,60.7
Jim Wells,4311,2618,60.7
Ellis,4236,2572,60.7
Rockwall,3927,2385,60.7
Maverick,3894,2365,60.7
Guadalupe,3834,2328,60.7
Parker,3736,2269,60.7
Wise,3406,2068,60.7
Kerr,3362,2041,60.7
Lamar,3086,1874,60.7
Kaufman,2995,1819,60.7
Nacogdoches,2988,1814,60.7
Val Verde,2871,1743,60.7
Brown,2770,1682,60.7
Howard,2756,1673,60.7
Randall,2653,1611,60.7
Bastrop,2581,1567,60.7
Henderson,2522,1531,60.7
Anderson,2370,1439,60.7
Walker,2309,1402,60.7
Liberty,2179,1323,60.7
Hood,2159,1311,60.7
Navarro,2139,1299,60.7
Harrison,2117,1285,60.7
San Patricio,2093,1271,60.7
Wharton,2029,1232,60.7
Rusk,2013,1222,60.7
Washington,1953,1186,60.7
Cherokee,1939,1177,60.7
Erath,1868,1134,60.7
Burnet,1857,1127,60.7
Jasper,1850,1123,60.7
Fannin,1817,1103,60.7
Cass,1743,1058,60.7
Wilson,1723,1046,60.7
Hopkins,1616,981,60.7
Titus,1613,979,60.7
Van Zandt,1610,977,60.7
Atascosa,1608,976,60.7
Caldwell,1590,965,60.7
Kleberg,1584,962,60.7
Polk,1549,940,60.7
Wood,1507,915,60.7
Matagorda,1496,908,60.7
Kendall,1415,859,60.7
Chambers,1400,850,60.7
Bee,1322,802,60.7
Orange,1285,780,60.7
Hale,1263,767,60.7
Coryell,1248,757,60.7
Waller,1243,754,60.7
Uvalde,1210,734,60.7
Hill,1170,710,60.7
Gillespie,1167,708,60.7
Medina,1153,700,60.7
Fayette,1135,689,60.7
Limestone,1106,671,60.7
Austin,926,562,60.7
Hardin,871,529,60.7
Lavaca,854,518,60.7
Colorado,852,517,60.7
Eastland,815,495,60.7
Upshur,810,491,60.6
Cooke,800,485,60.6
Panola,796,483,60.7
Montague,783,475,60.7
Calhoun,779,473,60.7
Milam,763,463,60.7
Gray,715,434,60.7
Franklin,716,434,60.6
Grimes,708,430,60.7
Freestone,708,430,60.7
Gonzales,700,425,60.7
Hockley,689,418,60.7
Houston,681,413,60.6
Red River,667,405,60.7
Young,658,399,60.6
Llano,642,389,60.6
Palo Pinto,641,389,60.7
Hutchinson,618,375,60.7
Frio,611,371,60.7
Shelby,555,337,60.7
DeWitt,551,334,60.6
Falls,525,318,60.6
Burleson,512,310,60.5
Comanche,510,309,60.6
Moore,500,303,60.6
Zapata,495,300,60.6
Trinity,493,299,60.6
San Augustine,492,298,60.6
Jones,486,295,60.7
Tyler,487,295,60.6
Willacy,478,290,60.7
Bosque,455,276,60.7
Madison,431,261,60.6
Dawson,421,255,60.6
Gaines,419,254,60.6
Camp,414,251,60.6
Wilbarger,410,249,60.7
San Jacinto,404,245,60.6
Deaf Smith,403,244,60.5
Scurry,398,241,60.6
Nolan,397,241,60.7
Aransas,394,239,60.7
Bandera,376,228,60.6
Newton,369,224,60.7
Lamb,368,223,60.6
Brewster,364,221,60.7
Lampasas,363,220,60.6
Jackson,357,216,60.5
Pecos,341,207,60.7
Sabine,325,197,60.6
Karnes,323,196,60.7
Lee,320,194,60.6
Terry,295,179,60.7
McCulloch,288,174,60.4
Coleman,286,173,60.5
Robertson,286,173,60.5
Clay,282,171,60.6
Runnels,280,170,60.7
Reeves,277,168,60.6
Dimmit,261,158,60.5
Hamilton,260,157,60.4
Refugio,242,146,60.3
Andrews,240,145,60.4
Ward,238,144,60.5
Leon,234,142,60.7
Swisher,233,141,60.5
Somervell,218,132,60.6
Morris,212,128,60.4
Parmer,212,128,60.4
Ochiltree,207,125,60.4
Stephens,191,116,60.7
Live Oak,189,114,60.3
Rains,186,112,60.2
Jack,183,111,60.7
Callahan,172,104,60.5
Bailey,172,104,60.5
Blanco,168,102,60.7
Childress,167,101,60.5
Duval,167,101,60.5
Marion,164,99,60.4
Crosby,150,91,60.7
Mills,151,91,60.3
Yoakum,145,88,60.7
Mitchell,140,85,60.7
Brooks,140,85,60.7
Archer,137,83,60.6
Garza,134,81,60.4
Castro,133,80,60.2
Haskell,126,76,60.3
Martin,120,72,60.0
Zavala,116,70,60.3
Floyd,113,68,60.2
Dallam,112,68,60.7
Crane,108,65,60.2
Winkler,105,63,60.0
Mason,103,62,60.2
Collingsworth,99,60,60.6
Baylor,98,59,60.2
Wheeler,92,55,59.8
Goliad,89,54,60.7
San Saba,90,54,60.0
La Salle,86,52,60.5
Hardeman,81,49,60.5
Concho,81,49,60.5
Fisher,80,48,60.0
Kimble,80,48,60.0
Hartley,78,47,60.3
Shackelford,75,45,60.0
Delta,74,44,59.5
Lynn,72,43,59.7
Jim Hogg,64,38,59.4
Crockett,61,37,60.7
Knox,60,36,60.0
Presidio,59,35,59.3
Donley,51,30,58.8
Schleicher,49,29,59.2
Sutton,49,29,59.2
Real,45,27,60.0
Hansford,46,27,58.7
Hemphill,43,26,60.5
Culberson,36,21,58.3
Upton,34,20,58.8
Hall,32,19,59.4
Jeff Davis,31,18,58.1
Carson,30,18,60.0
Reagan,29,17,58.6
Cochran,22,13,59.1
Oldham,21,12,57.1
Armstrong,20,12,60.0
Coke,21,12,57.1
Foard,15,9,60.0
Throckmorton,13,7,53.8
Cottle,12,7,58.3
Kinney,12,7,58.3
Lipscomb,13,7,53.8
Stonewall,11,6,54.5
Motley,11,6,54.5
Sherman,9,5,55.6
Edwards,7,4,57.1
Kent,5,3,60.0
McMullen,5,3,60.0
Sterling,5,3,60.0
Menard,5,3,60.0
Dickens,4,2,50.0
Kenedy,2,1,50.0
Irion,2,1,50.0
Terrell,1,0,0.0
Hudspeth,1,0,0.0
Briscoe,1,0,0.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,1492827,906575,60.7
