BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Jefferson,42672,15710,36.8
East Baton Rouge,37071,13648,36.8
Orleans,34088,12549,36.8
St. Tammany,25995,9570,36.8
Caddo,23410,8618,36.8
Lafayette,18538,6824,36.8
Calcasieu,17283,6362,36.8
Ouachita,12986,4780,36.8
Rapides,11996,4416,36.8
Tangipahoa,11620,4278,36.8
Livingston,11401,4197,36.8
Bossier,10038,3695,36.8
Terrebonne,9303,3425,36.8
Ascension,8847,3257,36.8
Lafourche,8617,3172,36.8
St. Landry,7640,2812,36.8
Iberia,6102,2246,36.8
Acadia,5489,2020,36.8
Washington,5003,1841,36.8
Vermilion,4961,1826,36.8
St. Martin,4824,1776,36.8
St. Mary,4764,1753,36.8
St. Charles,4300,1583,36.8
Webster,4177,1537,36.8
Avoyelles,3888,1431,36.8
St. John the Baptist,3789,1394,36.8
Natchitoches,3586,1320,36.8
Vernon,3555,1308,36.8
Lincoln,3543,1304,36.8
Beauregard,3413,1256,36.8
St. Bernard,3280,1207,36.8
Evangeline,2944,1083,36.8
Iberville,2939,1082,36.8
Sabine,2918,1074,36.8
Jefferson Davis,2828,1041,36.8
De Soto,2776,1022,36.8
Morehouse,2717,1000,36.8
Union,2668,982,36.8
Pointe Coupee,2629,967,36.8
Assumption,2383,877,36.8
Allen,2347,864,36.8
West Baton Rouge,2095,771,36.8
St. James,2060,758,36.8
East Feliciana,2051,755,36.8
Richland,2036,749,36.8
Grant,1989,732,36.8
Franklin,1990,732,36.8
Concordia,1935,712,36.8
Plaquemines,1836,675,36.8
Jackson,1779,654,36.8
Claiborne,1700,625,36.8
Winn,1498,551,36.8
LaSalle,1493,549,36.8
Bienville,1455,535,36.8
West Feliciana,1370,504,36.8
St. Helena,1281,471,36.8
West Carroll,1126,414,36.8
Caldwell,1110,408,36.8
Madison,919,338,36.8
Catahoula,918,337,36.7
Red River,916,337,36.8
Cameron,639,235,36.8
Tensas,632,232,36.7
East Carroll,565,208,36.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,416721,153389,36.8
