BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
East Baton Rouge,1997,1997,100.0
Caddo,1666,1666,100.0
Orleans,1470,1470,100.0
Jefferson,1429,1429,100.0
Lafayette,983,983,100.0
St. Tammany,882,882,100.0
Rapides,855,855,100.0
St. Landry,767,767,100.0
Ouachita,725,725,100.0
Bossier,629,629,100.0
Tangipahoa,532,532,100.0
Vermilion,510,510,100.0
Avoyelles,485,485,100.0
Acadia,480,480,100.0
Lafourche,401,401,100.0
Iberia,347,347,100.0
Livingston,328,328,100.0
East Feliciana,320,320,100.0
Evangeline,300,300,100.0
Franklin,279,279,100.0
Jefferson Davis,267,267,100.0
Bienville,261,261,100.0
Ascension,254,254,100.0
Webster,254,254,100.0
Natchitoches,249,249,100.0
Union,240,240,100.0
Morehouse,232,232,100.0
St. Mary,232,232,100.0
Allen,223,223,100.0
Terrebonne,223,223,100.0
Washington,202,202,100.0
Calcasieu,191,191,100.0
Lincoln,190,190,100.0
Jackson,178,178,100.0
Sabine,177,177,100.0
Richland,174,174,100.0
St. Charles,174,174,100.0
Iberville,172,172,100.0
St. John the Baptist,172,172,100.0
Winn,167,167,100.0
Beauregard,144,144,100.0
LaSalle,134,134,100.0
Claiborne,131,131,100.0
Grant,130,130,100.0
De Soto,120,120,100.0
St. Martin,120,120,100.0
West Carroll,112,112,100.0
Concordia,100,100,100.0
Madison,93,93,100.0
Plaquemines,90,90,100.0
West Baton Rouge,90,90,100.0
Red River,86,86,100.0
St. James,86,86,100.0
Catahoula,81,81,100.0
Pointe Coupee,75,75,100.0
Caldwell,71,71,100.0
East Carroll,66,66,100.0
St. Helena,51,51,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,21397,21397,100.0
