BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Pulaski,112167,12692,11.3
Benton,66561,7531,11.3
Washington,63593,7196,11.3
Sebastian,38041,4304,11.3
Saline,34797,3937,11.3
Faulkner,33883,3834,11.3
Craighead,33332,3771,11.3
White,24059,2722,11.3
Garland,23999,2715,11.3
Jefferson,22113,2502,11.3
Lonoke,20636,2335,11.3
Crawford,19769,2237,11.3
Pope,19110,2162,11.3
Crittenden,15770,1784,11.3
Mississippi,14732,1667,11.3
Greene,12777,1445,11.3
Miller,11997,1357,11.3
Baxter,10326,1168,11.3
Union,10204,1154,11.3
Boone,10164,1150,11.3
St. Francis,9704,1098,11.3
Independence,9506,1075,11.3
Hot Spring,9001,1018,11.3
Johnson,7842,887,11.3
Poinsett,7762,878,11.3
Ouachita,7564,855,11.3
Columbia,7509,849,11.3
Carroll,6880,778,11.3
Cleburne,6678,755,11.3
Hempstead,6566,742,11.3
Ashley,6455,730,11.3
Conway,6114,691,11.3
Yell,6099,690,11.3
Logan,6054,685,11.3
Clark,6031,682,11.3
Phillips,5826,659,11.3
Polk,5636,637,11.3
Jackson,5555,628,11.3
Arkansas,5473,619,11.3
Randolph,5289,598,11.3
Cross,5242,593,11.3
Drew,5196,587,11.3
Sharp,5130,580,11.3
Franklin,5067,573,11.3
Lincoln,4932,558,11.3
Marion,4730,535,11.3
Grant,4714,533,11.3
Lawrence,4704,532,11.3
Van Buren,4553,515,11.3
Madison,4417,499,11.3
Sevier,4288,485,11.3
Clay,4138,468,11.3
Stone,4069,460,11.3
Izard,3955,447,11.3
Desha,3912,442,11.3
Howard,3778,427,11.3
Fulton,3631,410,11.3
Little River,3538,400,11.3
Lee,3386,383,11.3
Bradley,3390,383,11.3
Chicot,3336,377,11.3
Pike,3064,346,11.3
Perry,2971,336,11.3
Scott,2918,330,11.3
Nevada,2820,319,11.3
Cleveland,2501,283,11.3
Montgomery,2468,279,11.3
Newton,2418,273,11.3
Prairie,2308,261,11.3
Dallas,2299,260,11.3
Monroe,2272,257,11.3
Searcy,2165,244,11.3
Lafayette,2151,243,11.3
Woodruff,1968,222,11.3
Calhoun,1649,186,11.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,859652,97243,11.3
