BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Hennepin,99547,33610,33.8
Ramsey,44300,14957,33.8
Dakota,34649,11698,33.8
Anoka,29205,9860,33.8
Washington,22181,7489,33.8
St. Louis,21622,7300,33.8
Olmsted,12780,4314,33.8
Stearns,12717,4293,33.8
Wright,9791,3305,33.8
Scott,9347,3155,33.8
Crow Wing,8077,2727,33.8
Otter Tail,7458,2518,33.8
Carver,6882,2323,33.8
Sherburne,6437,2173,33.8
Itasca,5914,1996,33.8
Rice,5763,1945,33.7
Chisago,5017,1693,33.7
Blue Earth,4905,1656,33.8
Goodhue,4832,1631,33.8
Winona,4693,1584,33.8
Douglas,4553,1537,33.8
Cass,4458,1505,33.8
Kandiyohi,4317,1457,33.8
Clay,4283,1446,33.8
Beltrami,4150,1401,33.8
Becker,4021,1357,33.7
Mower,3625,1223,33.7
Isanti,3511,1185,33.8
McLeod,3477,1173,33.7
Freeborn,3446,1163,33.7
Morrison,3397,1146,33.7
Carlton,3393,1145,33.7
Pine,3374,1139,33.8
Steele,3293,1111,33.7
Hubbard,3118,1052,33.7
Polk,3030,1023,33.8
Nicollet,3003,1013,33.7
Benton,2981,1006,33.7
Aitkin,2918,985,33.8
Todd,2862,966,33.8
Le Sueur,2753,929,33.7
Brown,2626,886,33.7
Mille Lacs,2604,879,33.8
Wabasha,2540,857,33.7
Meeker,2472,834,33.7
Martin,2268,765,33.7
Fillmore,2243,757,33.7
Houston,2131,719,33.7
Lyon,2068,698,33.8
Kanabec,1931,651,33.7
Waseca,1800,607,33.7
Nobles,1794,605,33.7
Koochiching,1697,572,33.7
Dodge,1670,563,33.7
Redwood,1613,544,33.7
Faribault,1567,529,33.8
Renville,1503,507,33.7
Lake,1459,492,33.7
Wadena,1458,492,33.7
Pope,1435,484,33.7
Roseau,1431,483,33.8
Sibley,1396,471,33.7
Pennington,1350,455,33.7
Chippewa,1299,438,33.7
Cottonwood,1269,428,33.7
Murray,1087,367,33.8
Jackson,1038,350,33.7
Swift,1023,345,33.7
Watonwan,1022,345,33.8
Marshall,986,332,33.7
Clearwater,960,324,33.8
Cook,953,321,33.7
Rock,945,319,33.8
Yellow Medicine,937,316,33.7
Pipestone,894,301,33.7
Lac qui Parle,849,286,33.7
Stevens,777,262,33.7
Grant,721,243,33.7
Norman,700,236,33.7
Lincoln,623,210,33.7
Wilkin,590,199,33.7
Big Stone,587,198,33.7
Mahnomen,533,179,33.6
Kittson,521,175,33.6
Lake of the Woods,511,172,33.7
Red Lake,424,143,33.7
Traverse,354,119,33.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,490739,165647,33.8
