BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Kanawha,834,834,100.0
Wood,450,450,100.0
Monongalia,441,441,100.0
Marion,423,423,100.0
Raleigh,410,410,100.0
Harrison,360,360,100.0
Cabell,351,351,100.0
Fayette,335,335,100.0
Berkeley,309,309,100.0
Putnam,304,304,100.0
Ohio,301,301,100.0
Mercer,244,244,100.0
Jefferson,218,218,100.0
Greenbrier,217,217,100.0
Hancock,206,206,100.0
Randolph,182,182,100.0
Logan,179,179,100.0
Wyoming,170,170,100.0
Brooke,166,166,100.0
Mason,159,159,100.0
Preston,148,148,100.0
Jackson,144,144,100.0
Marshall,135,135,100.0
Taylor,129,129,100.0
Upshur,116,116,100.0
Mineral,112,112,100.0
Morgan,97,97,100.0
Boone,96,96,100.0
Hampshire,87,87,100.0
Roane,87,87,100.0
Grant,83,83,100.0
Wetzel,82,82,100.0
Tucker,78,78,100.0
Pendleton,75,75,100.0
Mingo,70,70,100.0
Tyler,70,70,100.0
Barbour,67,67,100.0
Lewis,65,65,100.0
Pocahontas,65,65,100.0
Braxton,61,61,100.0
Lincoln,61,61,100.0
Gilmer,60,60,100.0
Webster,58,58,100.0
Wayne,54,54,100.0
Hardy,53,53,100.0
Clay,53,53,100.0
Nicholas,50,50,100.0
Monroe,39,39,100.0
Ritchie,31,31,100.0
Summers,29,29,100.0
McDowell,21,21,100.0
Calhoun,21,21,100.0
Wirt,14,14,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,8670,8670,100.0
