BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
New York,187186,62778,33.5
Kings,168571,56535,33.5
Suffolk,156825,52595,33.5
Queens,137801,46215,33.5
Nassau,122807,41186,33.5
Erie,111305,37329,33.5
Monroe,95961,32183,33.5
Westchester,85435,28653,33.5
Bronx,85025,28515,33.5
Onondaga,53365,17897,33.5
Albany,39267,13169,33.5
Orange,38140,12791,33.5
Richmond,29794,9992,33.5
Rockland,29187,9788,33.5
Dutchess,28434,9536,33.5
Oneida,25268,8474,33.5
Niagara,20511,6878,33.5
Saratoga,20471,6865,33.5
Broome,20161,6761,33.5
Chautauqua,17336,5814,33.5
Ulster,17115,5740,33.5
Rensselaer,15682,5259,33.5
Ontario,14355,4814,33.5
Schenectady,13951,4678,33.5
Wayne,12736,4271,33.5
Steuben,12355,4143,33.5
Oswego,11194,3754,33.5
Chemung,10482,3515,33.5
Tompkins,10044,3368,33.5
Jefferson,9420,3159,33.5
St. Lawrence,9093,3049,33.5
Cattaraugus,8805,2953,33.5
Clinton,8707,2920,33.5
Cayuga,8055,2701,33.5
Genesee,7699,2582,33.5
Warren,7543,2529,33.5
Chenango,7392,2479,33.5
Putnam,7074,2372,33.5
Sullivan,6877,2306,33.5
Madison,6328,2122,33.5
Montgomery,6272,2103,33.5
Washington,6241,2093,33.5
Tioga,6102,2046,33.5
Livingston,5764,1933,33.5
Herkimer,5755,1930,33.5
Franklin,5690,1908,33.5
Delaware,5534,1855,33.5
Columbia,5411,1814,33.5
Fulton,5327,1786,33.5
Orleans,5167,1732,33.5
Allegany,4849,1626,33.5
Cortland,4662,1563,33.5
Otsego,4617,1548,33.5
Wyoming,4373,1466,33.5
Seneca,4063,1362,33.5
Greene,3863,1295,33.5
Essex,3437,1152,33.5
Lewis,2809,942,33.5
Yates,2688,901,33.5
Schoharie,2167,726,33.5
Schuyler,1624,544,33.5
Hamilton,261,87,33.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,1774433,595080,33.5
