BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Ada,41059,12782,31.1
Canyon,23368,7274,31.1
Kootenai,12094,3765,31.1
Bonneville,9243,2877,31.1
Twin Falls,8866,2760,31.1
Bannock,7347,2287,31.1
Nez Perce,6068,1889,31.1
Jerome,5657,1761,31.1
Bingham,5340,1662,31.1
Cassia,4686,1458,31.1
Bonner,4446,1384,31.1
Madison,3346,1041,31.1
Jefferson,2961,921,31.1
Payette,2716,845,31.1
Elmore,2569,799,31.1
Minidoka,2352,732,31.1
Latah,2282,710,31.1
Blaine,2026,630,31.1
Gooding,1908,593,31.1
Power,1798,559,31.1
Idaho,1614,502,31.1
Washington,1377,428,31.1
Caribou,1268,394,31.1
Boundary,1180,367,31.1
Gem,1087,338,31.1
Benewah,1027,319,31.1
Franklin,882,274,31.1
Owyhee,858,267,31.1
Clearwater,847,263,31.1
Shoshone,826,257,31.1
Lincoln,803,249,31.0
Teton,755,235,31.1
Fremont,749,233,31.1
Valley,725,225,31.0
Lemhi,532,165,31.0
Lewis,463,144,31.1
Boise,395,122,30.9
Adams,385,119,30.9
Bear Lake,372,115,30.9
Oneida,321,99,30.8
Custer,303,94,31.0
Butte,193,60,31.1
Clark,127,39,30.7
Camas,54,16,29.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,167275,52053,31.1
