BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Clark,95832,67104,70.0
Washoe,22625,15842,70.0
Carson City,3521,2465,70.0
Elko,1961,1373,70.0
Douglas,1552,1086,70.0
Nye,1251,875,69.9
Lyon,1198,838,69.9
Churchill,832,582,70.0
Humboldt,383,268,70.0
White Pine,226,158,69.9
Lincoln,86,60,69.8
Lander,55,38,69.1
Pershing,44,30,68.2
Mineral,28,19,67.9
Storey,7,4,57.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,129601,90742,70.0
