BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Multnomah,3917,3917,100.0
Washington,2912,2912,100.0
Clackamas,2684,2684,100.0
Lane,2526,2526,100.0
Marion,1856,1856,100.0
Jackson,1267,1267,100.0
Yamhill,870,870,100.0
Linn,847,847,100.0
Deschutes,791,791,100.0
Josephine,769,769,100.0
Coos,618,618,100.0
Douglas,499,499,100.0
Benton,450,450,100.0
Umatilla,441,441,100.0
Polk,384,384,100.0
Wasco,366,366,100.0
Columbia,297,297,100.0
Klamath,290,290,100.0
Malheur,267,267,100.0
Lincoln,247,247,100.0
Clatsop,227,227,100.0
Tillamook,191,191,100.0
Hood River,178,178,100.0
Union,175,175,100.0
Jefferson,165,165,100.0
Baker,155,155,100.0
Curry,107,107,100.0
Crook,96,96,100.0
Harney,63,63,100.0
Grant,55,55,100.0
Gilliam,38,38,100.0
Wallowa,36,36,100.0
Wheeler,19,19,100.0
Lake,19,19,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,23822,23822,100.0
