BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Greenville,1389,1389,100.0
Richland,1015,1015,100.0
Spartanburg,1012,1012,100.0
Charleston,870,870,100.0
Lexington,708,708,100.0
Anderson,683,683,100.0
Aiken,668,668,100.0
Horry,626,626,100.0
Florence,592,592,100.0
York,553,553,100.0
Beaufort,402,402,100.0
Sumter,339,339,100.0
Darlington,337,337,100.0
Pickens,291,291,100.0
Orangeburg,290,290,100.0
Colleton,283,283,100.0
Laurens,282,282,100.0
Greenwood,280,280,100.0
Dorchester,280,280,100.0
Berkeley,273,273,100.0
Lancaster,231,231,100.0
Georgetown,210,210,100.0
Kershaw,197,197,100.0
Chesterfield,186,186,100.0
Fairfield,186,186,100.0
Cherokee,184,184,100.0
Oconee,178,178,100.0
Union,168,168,100.0
Newberry,168,168,100.0
Dillon,140,140,100.0
Saluda,140,140,100.0
Williamsburg,135,135,100.0
Barnwell,127,127,100.0
Calhoun,106,106,100.0
Lee,104,104,100.0
Marlboro,102,102,100.0
McCormick,100,100,100.0
Edgefield,96,96,100.0
Clarendon,93,93,100.0
Marion,90,90,100.0
Abbeville,71,71,100.0
Bamberg,64,64,100.0
Jasper,53,53,100.0
Chester,52,52,100.0
Hampton,50,50,100.0
Allendale,24,24,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,14428,14428,100.0
