BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cuyahoga,323879,38698,11.9
Franklin,309545,36985,11.9
Hamilton,212701,25414,11.9
Montgomery,156070,18647,11.9
Summit,144581,17275,11.9
Lucas,121583,14527,11.9
Stark,102153,12205,11.9
Butler,92089,11003,11.9
Lorain,80279,9592,11.9
Mahoning,72145,8620,11.9
Clermont,59546,7114,11.9
Lake,58793,7024,11.9
Trumbull,57489,6868,11.9
Warren,54005,6452,11.9
Delaware,46066,5504,11.9
Fairfield,44590,5327,11.9
Licking,42444,5071,11.9
Portage,39850,4761,11.9
Greene,39763,4751,11.9
Medina,37635,4496,11.9
Clark,37209,4445,11.9
Wood,32880,3928,11.9
Richland,32565,3890,11.9
Wayne,30660,3663,11.9
Columbiana,30257,3615,11.9
Ashtabula,28010,3346,11.9
Allen,27504,3286,11.9
Miami,25739,3075,11.9
Ross,25246,3016,11.9
Scioto,25212,3012,11.9
Muskingum,25052,2993,11.9
Marion,22249,2658,11.9
Tuscarawas,21874,2613,11.9
Jefferson,21755,2599,11.9
Geauga,21519,2571,11.9
Hancock,20524,2452,11.9
Belmont,20085,2399,11.9
Erie,19831,2369,11.9
Lawrence,19651,2347,11.9
Athens,19072,2278,11.9
Pickaway,17026,2034,11.9
Knox,16734,1999,11.9
Seneca,16514,1973,11.9
Huron,16477,1968,11.9
Washington,15866,1895,11.9
Union,15637,1868,11.9
Ashland,14859,1775,11.9
Darke,14607,1745,11.9
Sandusky,13867,1656,11.9
Shelby,13377,1598,11.9
Madison,12814,1531,11.9
Highland,12807,1530,11.9
Clinton,12686,1515,11.9
Logan,12472,1490,11.9
Brown,12198,1457,11.9
Crawford,12138,1450,11.9
Guernsey,11922,1424,11.9
Preble,11805,1410,11.9
Jackson,11655,1392,11.9
Defiance,11626,1389,11.9
Fulton,11354,1356,11.9
Perry,11276,1347,11.9
Champaign,10949,1308,11.9
Ottawa,10871,1298,11.9
Auglaize,10708,1279,11.9
Morrow,10283,1228,11.9
Williams,10107,1207,11.9
Gallia,10052,1201,11.9
Mercer,9838,1175,11.9
Holmes,9703,1159,11.9
Coshocton,9562,1142,11.9
Fayette,9493,1134,11.9
Pike,9290,1110,11.9
Hardin,9153,1093,11.9
Hocking,8842,1056,11.9
Adams,8820,1053,11.9
Carroll,8308,992,11.9
Van Wert,7698,919,11.9
Meigs,7616,909,11.9
Putnam,7444,889,11.9
Henry,6641,793,11.9
Wyandot,5479,654,11.9
Paulding,5218,623,11.9
Morgan,4939,590,11.9
Harrison,4766,569,11.9
Vinton,4635,553,11.9
Noble,4252,508,11.9
Monroe,3820,456,11.9



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,3110304,371589,11.9
