BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Chittenden,15189,3830,25.2
Rutland,7448,1878,25.2
Washington,7271,1833,25.2
Franklin,6675,1683,25.2
Windsor,6040,1523,25.2
Windham,5409,1364,25.2
Bennington,4437,1119,25.2
Addison,4075,1027,25.2
Orleans,3774,951,25.2
Caledonia,3745,944,25.2
Orange,3388,854,25.2
Lamoille,3112,784,25.2
Essex,834,210,25.2
Grand Isle,772,194,25.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,72169,18194,25.2
