BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Minnehaha,1719,1719,100.0
Pennington,851,851,100.0
Brown,499,499,100.0
Lincoln,444,444,100.0
Yankton,398,398,100.0
Lawrence,352,352,100.0
Codington,295,295,100.0
Davison,284,284,100.0
Brookings,279,279,100.0
Fall River,218,218,100.0
Hutchinson,217,217,100.0
Hughes,201,201,100.0
Turner,189,189,100.0
McCook,162,162,100.0
Clay,157,157,100.0
Grant,145,145,100.0
Meade,137,137,100.0
Tripp,135,135,100.0
Bon Homme,127,127,100.0
Hamlin,124,124,100.0
Beadle,117,117,100.0
Union,117,117,100.0
Lake,115,115,100.0
Roberts,111,111,100.0
Brule,105,105,100.0
Day,96,96,100.0
Spink,93,93,100.0
Butte,90,90,100.0
Kingsbury,89,89,100.0
Charles Mix,84,84,100.0
Edmunds,78,78,100.0
Moody,75,75,100.0
Marshall,74,74,100.0
Clark,74,74,100.0
Hand,70,70,100.0
Douglas,66,66,100.0
McPherson,66,66,100.0
Gregory,64,64,100.0
Miner,62,62,100.0
Faulk,55,55,100.0
Custer,52,52,100.0
Deuel,48,48,100.0
Ziebach,45,45,100.0
Aurora,42,42,100.0
Potter,39,39,100.0
Sanborn,39,39,100.0
Perkins,38,38,100.0
Hyde,37,37,100.0
Walworth,34,34,100.0
Mellette,32,32,100.0
Jerauld,20,20,100.0
Haakon,16,16,100.0
Campbell,16,16,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,9092,9092,100.0
