BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Middlesex,104448,44692,42.8
Essex,55977,23952,42.8
Worcester,52969,22664,42.8
Norfolk,51920,22216,42.8
Suffolk,40198,17200,42.8
Bristol,40157,17182,42.8
Plymouth,36706,15706,42.8
Hampden,33293,14245,42.8
Barnstable,27666,11838,42.8
Berkshire,12478,5339,42.8
Hampshire,10446,4469,42.8
Franklin,5536,2368,42.8
Dukes,1451,620,42.7
Nantucket,647,276,42.7



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,473892,202767,42.8
