BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Baltimore,132533,37678,28.4
Prince George's,87585,24899,28.4
Montgomery,67646,19231,28.4
Baltimore City,64479,18330,28.4
Anne Arundel,63931,18175,28.4
Harford,30341,8625,28.4
Frederick,24060,6840,28.4
Howard,22936,6520,28.4
Washington,18117,5150,28.4
Carroll,17678,5025,28.4
Charles,17585,4999,28.4
Cecil,13831,3932,28.4
St. Mary's,13169,3743,28.4
Wicomico,12375,3518,28.4
Calvert,10206,2901,28.4
Allegany,9644,2741,28.4
Worcester,6138,1744,28.4
Caroline,4915,1397,28.4
Queen Anne's,4835,1374,28.4
Dorchester,4669,1327,28.4
Somerset,4319,1227,28.4
Talbot,4054,1152,28.4
Garrett,3661,1040,28.4
Kent,2174,618,28.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,640881,182186,28.4
