BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Ada,102867,19349,18.8
Canyon,26812,5043,18.8
Kootenai,25866,4865,18.8
Bonneville,20846,3921,18.8
Twin Falls,14444,2716,18.8
Bannock,13014,2447,18.8
Nez Perce,7790,1465,18.8
Blaine,6095,1146,18.8
Bonner,5486,1031,18.8
Latah,4961,933,18.8
Bingham,4944,929,18.8
Madison,4708,885,18.8
Cassia,3985,749,18.8
Elmore,3047,573,18.8
Jerome,2563,482,18.8
Valley,2381,447,18.8
Jefferson,2181,410,18.8
Minidoka,1869,351,18.8
Payette,1796,337,18.8
Idaho,1646,309,18.8
Teton,1458,274,18.8
Shoshone,1389,261,18.8
Fremont,1349,253,18.8
Gem,1329,249,18.7
Benewah,1319,248,18.8
Gooding,1297,243,18.7
Caribou,1168,219,18.8
Boundary,1108,208,18.8
Lemhi,1034,194,18.8
Franklin,1015,190,18.7
Clearwater,973,183,18.8
Owyhee,954,179,18.8
Washington,756,142,18.8
Power,688,129,18.8
Boise,666,125,18.8
Custer,591,111,18.8
Bear Lake,463,87,18.8
Lincoln,458,86,18.8
Adams,422,79,18.7
Lewis,396,74,18.7
Oneida,341,64,18.8
Butte,232,43,18.5
Clark,82,15,18.3
Camas,67,12,17.9



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,276856,52056,18.8
